$\tau$,$\|q_{\mathrm{wrong}} - u_x\|_2$,ratio to first-order slope
0.0125,0.002631484400834,1.000648230559943
0.025,0.0052663810321396,1.0012969979215367
0.05,0.0105464265471633,1.0025960119509405
0.1,0.0211476357666908,1.0051999692530025
0.2,0.0425154042247242,1.0104316976837906
0.4,0.085919420937595,1.0209911906646765
