test,n_grid,n_particles,score_method,bandwidth_factor,epsilon,step,score_L2_error_vs_oracle,score_core_L2_error_vs_oracle,score_Linf_error_vs_oracle,score_core_Linf_error_vs_oracle,max_abs_score,mean_abs_score,score_std,n_denom_below_eps,n_clipped,mass,epsilon_actual
B,400,5000,fd_grid_ratio,2.0,1e-06,137,229.6643346106351,118.4533163524908,793.3341478609559,474.8427051265909,3.5984989986460914,0.10070429822844605,0.23125291665576203,98.0,0.0,0.20052655208052445,1e-06
B,400,5000,fd_grid_ratio,2.0,1e-06,138,229.69246706723533,118.45521580920592,793.1895259994856,474.9255533581117,3.649507061655884,0.10126230318882949,0.23423099043664172,98.0,0.0,0.20052655208052445,1e-06
B,400,5000,fd_grid_ratio,2.0,1e-06,139,229.72112587196702,118.45715751103661,793.043886282825,475.0086360949105,3.700948431026584,0.10183086085314266,0.23730319052409715,98.0,0.0,0.20052655208052445,1e-06
B,400,5000,fd_grid_ratio,2.0,1e-06,140,229.75032635625269,118.4591424884962,792.8972192942978,475.09195643174786,3.752808181107551,0.10241023772021486,0.24044546670810285,98.0,0.0,0.20052655208052445,1e-06
B,400,5000,fd_grid_ratio,2.0,1e-06,141,229.78008449092928,118.46117176286575,792.7495155036385,475.175516620307,3.805070874898603,0.10300070976401766,0.2436484458309184,98.0,0.0,0.20052655208052445,1e-06
B,400,5000,fd_grid_ratio,2.0,1e-06,142,229.81041694083333,118.46324636943727,792.6007652652709,475.25931857160316,4.01393706022829,0.10391499583316995,0.251820920759598,98.0,0.0,0.20052655208052447,1e-06
B,400,5000,fd_grid_ratio,2.0,1e-06,143,229.84185974605785,118.46536736787088,792.4509588165466,475.3433640657453,4.255674298863161,0.10493565597067259,0.26133861827297283,98.0,0.0,0.20052655208052447,1e-06
B,400,5000,fd_grid_ratio,2.0,1e-06,144,229.8745826678392,118.46753584717914,792.3000862759567,475.42765483961216,4.512292589640299,0.10603964857126205,0.2717134055547035,98.0,0.0,0.20052655208052445,1e-06
B,400,5000,fd_grid_ratio,2.0,1e-06,145,229.9087139434057,118.4697529277872,792.1481376413087,475.5121926236091,4.784991794170003,0.107199627250725,0.2828571849817996,98.0,0.0,0.20052655208052445,1e-06
B,400,5000,fd_grid_ratio,2.0,1e-06,146,229.94437046339897,118.47201976320528,791.9951027878681,475.5969791571822,5.074854455342684,0.10841986162306544,0.29482817813661205,98.0,0.0,0.20052655208052445,1e-06
B,400,5000,fd_grid_ratio,2.0,1e-06,147,229.9816832622744,118.47433754237453,791.8409714664701,475.68201619547995,5.383050633484996,0.109705073534875,0.3076895754024584,98.0,0.0,0.20052655208052447,1e-06
B,400,5000,fd_grid_ratio,2.0,1e-06,148,230.02079977243352,118.47670749112115,791.68573330159,475.7673055123213,5.7108480791997955,0.11106050309087644,0.3215101606845646,98.0,0.0,0.20052655208052445,1e-06
B,400,5000,fd_grid_ratio,2.0,1e-06,149,230.0618864985263,118.47913087360115,791.5293777893806,475.8528489016296,6.059624141358342,0.11249198693863123,0.33636509942902015,98.0,0.0,0.20052655208052447,1e-06
B,400,5000,fd_grid_ratio,2.0,0.0001,0,65.70916802573365,0.03845844968226117,341.54763725796687,0.1399967990271378,45.819378357164936,8.18308559559775,10.245566802533702,104.0,0.0,0.2005265520805245,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,1,66.19776229308663,0.03869003521209265,345.616374034661,0.14673677277529862,49.385618709417905,8.191684500927572,10.259145915660364,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,2,66.66949149984288,0.03893532749918379,348.9269302582561,0.15492477606481714,52.98581935369365,8.200244607498858,10.273773628784799,104.0,0.0,0.2005265520805245,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,3,67.13343126535814,0.03886474963998811,351.56630229256285,0.1648435036389415,56.75924424424809,8.208658915307991,10.289256307124608,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,4,67.60429083986243,0.039201343181295534,353.6276070851502,0.1768603463453573,60.97773941857872,8.216952036954657,10.305847802170724,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,5,68.10336250699375,0.03842049579464311,355.2026774485065,0.15524420856222676,66.78449181310394,8.22537729677408,10.325445240598105,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,6,68.66380747301126,0.038693402906761945,356.37734459855,0.16900511360880444,72.39490425105292,8.233618615003337,10.346717288105573,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,7,69.32003602178112,0.03903664100812814,357.2262986009221,0.18647253943705167,76.6819554310784,8.241719065997732,10.369070836874624,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,8,70.10163357523807,0.039500196680746905,357.82282043801655,0.20863128810009712,79.9189726203766,8.249296519300646,10.388190327526607,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,9,71.01278110680659,0.04016385608908613,358.235917395079,0.23663101562670974,82.07306206511417,8.256680784451216,10.404105098730925,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,10,72.03751051638696,0.04114673834797017,358.5238226875409,0.2718991731693734,80.67844360101743,8.264719032500189,10.412358856397859,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,11,73.11708768835425,0.04262090459601065,358.7300624898474,0.316058058368494,75.52302686757024,8.271944098885509,10.410866333464487,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,12,74.17126169774436,0.04483087028328148,358.88726229639684,0.37117857851884395,70.91698511001603,8.278121397113047,10.407454249549804,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,13,75.15952607971727,0.04805643214259424,359.0167092856198,0.4397619684379812,64.37983435960035,8.285716540870123,10.403796369601118,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,14,76.06058347514733,0.05276323419427562,359.1303156093727,0.525055095414281,57.31111130076364,8.293741745380345,10.404993216209627,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,15,76.88927823778988,0.050376759144182805,359.23503799626286,0.38392095254539527,53.5955674188729,8.301797072354043,10.41177508555323,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,16,77.6757761438191,0.05717685073481833,359.334704926292,0.4775025860745288,58.614619206485884,8.311338616516418,10.426939734119149,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,17,78.4712256182008,0.06681341632994939,359.43133827319826,0.5986717687145422,65.49893586068737,8.324520688818179,10.452323096084921,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,18,79.32123572177669,0.080043127795289,359.52600250648663,0.7554203295529582,75.6773822621914,8.33980606577007,10.498886380943505,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,19,80.31122451734345,0.09769895394138216,359.6193799328468,0.9573774256136147,88.36829430782062,8.361712675510855,10.5733447153342,104.0,0.0,0.2005265520805245,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,20,81.56122919560718,0.12077822678798879,359.7119250677453,1.2162604156748245,98.16582923341609,8.382570991252445,10.657022643148705,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,21,83.1599962723295,0.1505497894193387,359.80395664724944,1.54661621682747,105.25894213721331,8.400379278307893,10.736047178839113,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,22,85.10542799914278,0.18521703294516312,359.8957230199652,1.9675518752430357,106.20872871355871,8.411946773995508,10.784657853749387,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,23,87.24825933299037,0.23392572116312882,359.98744047715445,2.502021571488058,101.47611149990725,8.419636145025681,10.791414576104026,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,24,89.38798626165915,0.24940425039775777,360.0792897157062,1.8448774933769982,98.18974661469711,8.422990654371123,10.767602332692833,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,25,91.35519321873124,0.3151139138347739,360.17139388887324,2.368107661335671,92.22910010247152,8.424659969599816,10.730070477138817,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,26,93.02627698267064,0.3981997221338724,360.2638238360306,3.0628888971156627,82.76717013334576,8.42659966919347,10.715661568330935,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,27,94.42990809254152,0.5032032268074275,360.35661687387034,3.933894569333006,73.07844909050213,8.431040079286802,10.734303580946833,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,28,95.6595558571002,0.6359623269055658,360.4497922035333,5.02136657084403,92.4253838496036,8.437259550124386,10.783200715052844,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,29,96.79099301813655,0.8035843482135092,360.54336009657595,6.374152139872802,106.86144326917761,8.442323906077684,10.82518179981219,104.0,0.0,0.2005265520805245,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,30,97.8393095268178,0.9069404205185067,360.6373266694826,8.055829861082199,121.29240902369685,8.44668283991577,10.873336187978284,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,31,98.81792301456403,1.141992537780379,360.73169617978965,10.135370681287156,127.62153708867774,8.452206358394097,10.908788800584905,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,32,99.74213118062684,1.4371457552910145,360.8264720798289,12.701622965401889,118.7603338969463,8.462179212338745,10.94071176292007,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,33,100.6393974644418,1.7913129906542544,360.9216574866785,15.869810211561333,104.85762389926585,8.474514479943734,11.002590414789866,104.0,0.0,0.2005265520805245,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,34,101.56542849254171,2.2405934858231955,361.0172553880218,19.762497021388658,101.36042891709646,8.492668698850961,11.111906554973888,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,35,102.5935765071977,2.798396428418055,361.1132687313559,24.550751989860974,127.48206602104743,8.517169089866808,11.269647195229297,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,36,103.76991527860223,3.546881540107363,366.3687717875197,30.419814468247555,118.16453214048438,8.528496928950268,11.336878169459611,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,37,104.95596871014482,4.391849919031989,371.676284924662,37.612343725441875,106.61982692476012,8.536439652297043,11.39086353736783,104.0,0.0,0.2005265520805245,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,38,106.02316855188242,6.296014221112012,375.25105253498316,60.34537918378985,119.76970900419464,8.545513803305651,11.511261638043905,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,39,106.97090722443055,7.120469578193199,377.30711699283756,68.54597430314719,122.94325630000348,8.579019707722725,11.65470474847296,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,40,107.85838637092327,8.620801151987731,378.3955912082481,75.8544703982817,123.75125628254052,8.636642448373477,11.92290539392987,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,41,108.78878942014838,10.567689307237426,378.964828290996,92.29620665899368,133.95449837102066,8.698580316522511,12.249366081994413,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,42,109.83997380152337,12.24194030595123,379.2801584939226,113.39832247094795,137.16856786999054,8.768138545393876,12.564709387220459,104.0,0.0,0.2005265520805245,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,43,111.00328774804784,12.838474157489474,379.4771588882512,92.75378329747215,145.0173943640656,8.839862575741753,12.907836488090824,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,44,112.22500855527726,15.156276471720645,379.6200415456745,110.23614591740306,174.4120311872173,8.88856235794716,13.196152311802042,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,45,113.4389723824437,17.80554845156649,379.73811864961044,127.64452095137122,206.71676607902037,8.932043250259131,13.526003996787807,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,46,114.63981688204765,20.308404886145205,379.84473110963035,144.9739396079964,175.59674286314706,8.997173621616524,13.797620855935032,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,47,115.80655408661221,23.416201790388644,379.94607887967504,160.6358355780787,147.0813541503365,9.086162536612619,14.181374220617363,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,48,116.97333071014688,25.43893228873297,380.0450895033926,173.20005777051736,171.3593447970694,9.179406643404368,14.675365726677892,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,49,118.20222213442216,28.354773956995473,380.1431329903084,182.55772056835895,192.4962351041307,9.243507813437255,15.045242067841468,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,50,119.51041267255877,31.83816828652293,380.2408585910026,202.3221049368702,193.83753967697842,9.298080133300234,15.381325756996151,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,51,120.88681913770203,35.12358901013923,380.338607272623,220.26713856026245,194.95804442280192,9.336228217773108,15.527205716837226,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,52,122.26412798092737,36.508411680435955,380.4364965768105,234.31007527429102,173.25553608258213,9.352444597540398,15.574332087850284,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,53,123.55876500180284,39.284110501629826,380.53457899418567,242.93941698982445,199.75109669410182,9.380106714228262,15.734443924029051,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,54,124.77115596043669,41.90204944386121,380.6328785408996,247.76659831769237,195.14046052608595,9.429343558549919,16.134821731698892,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,55,125.94803085195967,44.43474769147327,380.73140689081174,250.5129949524068,174.68911578612526,9.465104412730035,16.545371513986417,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,56,127.08734817723945,45.62748379435805,380.83017041259325,257.8446623125651,144.48905382479944,9.534918742011001,16.978522707258907,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,57,128.19609303251957,48.00442128495346,380.92917321660985,265.57850438367615,165.04557347579777,9.76075735671216,17.560254885019425,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,58,129.32103269642002,50.454130224584205,381.02841846759515,271.1117627111919,190.9803911974244,10.107951036913462,18.045204532485425,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,59,130.46519548426298,52.75113974414817,381.1279089484826,274.8994361425387,190.80971992684238,10.586483484380093,18.63087975161048,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,60,131.61587892977352,54.20258037041403,381.22764730232524,277.3206542876702,184.94678515962946,11.282664741537616,19.684493915423122,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,61,132.83583964736272,56.42042624274064,381.3276361362399,278.92333522998615,236.5889750219765,12.289952872108392,21.152339210714434,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,62,134.20307377245905,57.15604292521902,381.4278780663549,280.3440899949313,186.93781202344422,13.57083311962054,22.5743973594084,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,63,135.65658612429942,59.533187430151365,381.5283757375616,284.94951971497505,177.217220786743,15.115019903119222,24.351024851200137,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,64,137.20857198775866,62.19113107217412,381.6291318325287,313.16003018274495,162.05505092348378,16.91720363211055,26.486573259647727,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,65,138.92974323962676,65.05787490588953,381.7301490761403,340.5750727837133,161.00923205951628,18.951033036664157,28.930975826291633,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,66,140.8840263896465,67.48832126770765,381.83143023800204,366.9637918247226,196.12690796137986,21.170537769455137,31.554399948931845,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,67,143.13506376705328,68.52824350564836,391.48313849494934,290.53770368577017,229.3322209624881,23.522146569869346,34.24113266194132,104.0,0.0,0.2005265520805245,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,68,145.7230787751758,72.68368692342511,413.08934050961835,309.9512586300566,270.60107984991515,25.960448445174727,36.970990419122295,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,69,148.63682519643245,75.2203156544281,430.86061210679634,325.7530469870037,304.36877541939606,28.405970702757756,39.716942811108495,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,70,151.73128741171055,75.44143454103641,444.12384130383543,351.0350161829283,265.65172647000094,30.74750030470458,42.48182102185873,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,71,154.73363616155396,77.71468623687822,453.0330660247289,350.4024274095144,274.8109186201474,32.831975456268374,45.61403350362585,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,72,157.76737652778849,81.79741980091538,458.3587158659969,359.61838638707735,377.0551834549249,34.30105607254571,48.69384665073988,104.0,0.0,0.2005265520805245,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,73,161.06798080774203,86.45784563445085,461.18463257315886,370.0308395276763,284.0489424799881,34.63147470059774,50.270106848134446,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,74,164.4567615011764,90.3832269212687,462.56055032772747,375.72516133382294,240.12086787455775,33.69308377187841,50.27716970295448,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,75,168.00192896771824,95.103823503985,463.194225956307,377.9766959425062,286.8238056010595,31.578651292149154,48.614211689997695,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,76,171.64338432200586,99.4169176203622,463.47640376581967,378.83044794265265,322.35831555236894,28.705214910618785,45.904265760539886,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,77,175.35646541036243,100.43300385986142,471.2702494921175,379.14973687164667,267.2036627813466,25.53231280230691,42.94068779126943,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,78,179.06383128931617,103.36607957819044,492.8909032425584,379.2591819301368,298.8119004387292,22.365030108707536,40.387326775437536,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,79,182.41329115855356,104.94268935183825,551.0094362475054,379.28462641355145,301.8873822828764,19.19393201737367,37.57419686729692,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,80,185.01142530649255,107.12217456448988,598.9009652665936,380.34800288843473,269.2679565583516,16.10625259649781,34.58846157163095,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,81,186.85747913005176,106.61583866700671,626.9934021192163,382.2007189285179,259.664557862425,13.101164359963152,31.16988656581724,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,82,188.1633876670304,106.54333006332995,640.5764574019064,382.8330899084857,258.93122521387585,10.218318603182727,26.725725564518996,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,83,189.08775129444834,106.15919733894737,646.4826456233781,383.0350854325207,271.869970148273,7.631868171246075,21.568458981806714,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,84,189.71336985922474,107.10954612080305,648.9198139248778,383.0735524137558,300.1710345589848,5.518957413994175,16.60711775510527,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,85,190.10945149203073,107.72167007066571,649.8862796981545,383.04769543425186,285.5890431904477,3.905507171037201,11.99279739691383,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,86,190.34178903755927,108.073280316837,650.2421135251191,382.99602946182574,287.56686643847576,2.766473367100912,8.547414740388502,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,87,190.47812388277174,108.26754575621578,650.3459636048669,382.9337471834404,189.59382132369424,1.9869176457512048,5.63805870092529,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,88,190.5590488149168,108.36902814228064,650.3457449378004,382.8669676519109,118.51562847449503,1.4805803858700601,3.781526751345599,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,89,190.6158870101333,108.42989750809733,650.302150794898,382.7982042619214,75.08073432692007,1.1610279998334412,2.6972532231392994,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,90,190.6637688337044,108.47551042418137,650.2403126222431,382.7284965462088,48.32194654307033,0.9659595885445879,2.1304362556178518,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,91,190.70912721546227,108.51664438127185,650.1706589017816,382.658276080978,31.325211155735083,0.8532620804691483,1.8951049018020962,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,92,190.75475488940955,108.55797679798145,650.0975238015851,382.58772217581344,20.31489062778719,0.7949454725101239,1.8487943916186713,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,93,190.80196419492722,108.6017141847408,650.0227098917646,382.5169090584186,13.185047467236826,0.7740347924162799,1.899327549184844,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,94,190.85148316357208,108.6490883792818,649.9469663708813,382.445867071468,8.568753317730085,0.7781359207242402,1.998489101807301,104.0,0.0,0.2005265520805245,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,95,190.90382516497738,108.70097523041103,649.870603621819,382.3746081961443,7.73591934698376,0.8004062271876535,2.125318938827943,104.0,0.0,0.2005265520805245,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,96,190.9594500000323,108.75816460607759,649.7937490682461,382.3031367186517,8.25984139154134,0.8373627470446505,2.2720827807911252,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,97,191.01883936507664,108.82148731467309,649.7164537979087,382.2314536935814,8.844049640083105,0.8860506819542264,2.4368788560057997,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,98,191.08253852969142,108.89188565424628,649.6387370245052,382.15955881309975,9.493130268091592,0.9437749699084923,2.6204047113500804,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,99,191.1511865297323,108.97046490896977,649.5606046360274,382.08745119009495,10.213583859936122,1.0101187258162316,2.8246728578998184,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,100,191.22554501237815,109.05854276930646,649.4820569346053,382.01512968634495,11.01388043000105,1.0855165783037737,3.0525593025069115,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,101,191.30653102445473,109.15770554284641,649.4030918665889,381.9425930499981,11.90465310073931,1.17080233500397,3.3077067460638956,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,102,191.3952573198291,109.26987713724661,649.323706370522,381.8698399731055,12.899031828995104,1.2672526273561897,3.5945920874026243,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,103,191.49308343353178,109.39740621247896,649.2438969395273,381.7968691156318,14.013131212827194,1.3766044322073419,3.918688558365363,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,104,191.60168109615176,109.54317737521359,649.1636598557504,381.72367911540346,15.266718204306667,1.5011088811721942,4.286702864812534,104.0,0.0,0.20052655208052442,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,105,191.72311820119435,109.71075322769701,649.0829912878963,381.65026859216005,16.68409599977481,1.6435861534566847,4.706888771454696,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,106,191.85996625207227,109.90455504499177,649.0018873316051,381.57663614912707,18.295246553082794,1.8078075622322394,5.189446627410441,104.0,0.0,0.2005265520805245,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,107,192.01543669112996,110.13009024544726,648.9203440259597,381.50278037355105,20.1372676057115,1.9985559070424566,5.747017144799374,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,108,192.19355120736782,110.39423362867154,648.8383573600188,381.4286998367929,22.25609956604932,2.2204658985236243,6.395262629597101,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,109,192.3993491187962,110.70556491994608,648.7559232751848,381.35439309423754,25.875581365280826,2.5401457299297054,7.361336268664674,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,110,192.64522708932697,111.08532925820722,648.6730376658227,381.27985868512246,31.794222164961788,3.008434721973239,8.817807690197986,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,111,192.95123663464122,111.20316715928628,648.5896963791444,381.20509513232986,38.76725338794566,3.577730345652992,10.581586511785964,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,112,193.33528728047122,111.1158434718031,648.5058952147799,381.1301009421628,46.81316770343432,4.300935835466753,12.767807219589642,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,113,193.82262551712367,111.79457236821423,648.4216299242132,381.0548746041093,55.88018550979963,5.276196939002563,15.597195025510418,104.0,0.0,0.20052655208052447,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,114,194.4536148993306,112.70385857743014,648.3368962101487,380.97941459060297,65.7561111268349,6.379679216604783,18.790051163346856,104.0,0.0,0.20052655208052445,0.0001
B,400,5000,fd_grid_ratio,2.0,0.0001,115,195.2708136956833,113.91196812446883,648.2516897258517,380.903719356777,76.93657595344568,7.563732600112672,22.258069943583873,104.0,0.0,0.2005265520805245,0.0001
