test,n_grid,method_name,method_type,score_method,n_particles,recon_method,bandwidth_factor,bandwidth_used,epsilon,smooth_sigma_factor,completed,failure_step,failure_msg,step_zero_recon_error,relative_l2,l2_error,linf_error,forward_consistency_l2,wasserstein,mass_rel_error,total_variation,peak_value,peak_ratio,A_fit,mu_fit,sigma_fit,fit_success,fit_rmse,mass_candidate,mass_true,runtime_seconds,max_score_L2_error_vs_oracle,mean_score_L2_error_vs_oracle,max_abs_score_final,n_denom_below_eps_total,n_clipped_total
B,400,density_est_smoothed_log_eps=1e-04,density_particle_smoothed_log,smoothed_log,5000,kde,2.0,0.0050125313283208,0.0001,1.0,True,,,0.0016052759265368,0.7884888303301084,0.2969121755608775,1.2592403665454674,0.0055608475415268,0.0045761861423402,-1.8213145349439583e-05,29.496315304365428,2.072964345049807,2.0731271145776957,0.985405831604792,0.4003924612639837,0.0803437398445719,True,0.2964987125825609,0.2005265520805244,0.2005302043662835,1.4497971659875477,132.1416622299005,84.01926981072002,154.7746215797527,18423,0
B,400,density_est_smoothed_log_raw,density_particle_smoothed_log,smoothed_log,5000,kde,4.0,0.0100250626566416,0.0,1.0,True,,,0.0047098304294971,0.0121959721867527,0.004592497059892,0.0137096214714323,0.0030044276728102,0.0009043148598159,-1.821315410531613e-05,1.9838650620979856,0.986211864516212,0.9862893020466592,0.9862985805474176,0.3999999771734777,0.0811102748790472,True,0.0009984166029669,0.2005265520787686,0.2005302043662835,1.6166709999670277,516.6704727471908,513.1396921804549,47.27879779505488,0,0
B,400,density_est_smoothed_log_eps=1e-10,density_particle_smoothed_log,smoothed_log,5000,kde,4.0,0.0100250626566416,1e-10,1.0,True,,,0.0047098304294971,0.0121959721621153,0.0045924970506145,0.0137096214904072,0.0030044276782128,0.0009043148668445,-1.821315410531613e-05,1.9838650617894544,0.9862118644972372,0.9862893020276828,0.9862985805309008,0.3999999771734835,0.0811102748775061,True,0.0009984165536852,0.2005265520787686,0.2005302043662835,1.4850936669972723,79.31372251517706,68.32369520937792,47.27879776452899,11220,0
B,400,density_est_smoothed_log_eps=1e-08,density_particle_smoothed_log,smoothed_log,5000,kde,4.0,0.0100250626566416,1e-08,1.0,True,,,0.0047098304294971,0.0121959697229706,0.0045924961321338,0.0137096233693649,0.0030044282130744,0.0009043155626771,-1.8213154105592955e-05,1.9838650312396624,0.9862118626182796,0.9862893001485776,0.9862985788966788,0.3999999771738228,0.0811102747245248,True,0.0009984116747266,0.2005265520787685,0.2005302043662835,1.4907622499740685,71.81357606073004,58.40775088654454,47.27879473952856,12031,0
B,400,density_est_smoothed_log_eps=1e-06,density_particle_smoothed_log,smoothed_log,5000,kde,4.0,0.0100250626566416,1e-06,1.0,True,,,0.0047098304294971,0.0121957257421425,0.0045924042590779,0.0137098112657427,0.0030044816992035,0.0009043851430325,-1.8213154149746045e-05,1.9838619262805617,0.9862116747219016,0.986289112237446,0.9862984154541458,0.3999999772100424,0.0811102594293985,True,0.0009979235191326,0.2005265520787597,0.2005302043662835,1.5836759160156362,64.17784219209942,48.08435448343259,47.278484209148075,13369,0
B,400,density_est_smoothed_log_eps=1e-04,density_particle_smoothed_log,smoothed_log,5000,kde,4.0,0.0100250626566416,0.0001,1.0,True,,,0.0047098304294971,0.0121727597876581,0.0045837562335796,0.0137285992142963,0.0030098307018519,0.0009114264205824,-1.8213158966308612e-05,1.983484859021632,0.9861928867733482,0.9862703228136592,0.9862821024672784,0.3999999805251067,0.0811087255178298,True,0.0009504730726608,0.2005265520777938,0.2005302043662835,1.5553464170079678,50.00118036414676,36.006512768290186,47.09591231194603,16189,0
B,400,density_est_smoothed_log_raw,density_particle_smoothed_log,smoothed_log,5000,kde,6.0,0.0150375939849624,0.0,1.0,True,,,0.0103591325257369,0.0255595892968855,0.009624680747099,0.0292898737561522,0.0062461748297667,0.0019232097952779,-1.8213145357329007e-05,1.9413802046955857,0.9706316122314924,0.9707078263977676,0.970703959697055,0.3999999964892427,0.0824143995593783,True,0.0001259968178552,0.2005265520805228,0.2005302043662835,1.563024041999597,245.31524308171657,214.2964946648006,44.08511052004688,0,0
B,400,density_est_smoothed_log_eps=1e-10,density_particle_smoothed_log,smoothed_log,5000,kde,6.0,0.0150375939849624,1e-10,1.0,True,,,0.0103591325257369,0.0255595893016424,0.0096246807488902,0.0292898737748055,0.0062461748328013,0.0019232098039243,-1.821314535746742e-05,1.9413802052171631,0.970631612212839,0.9707078263791128,0.97070395968142,0.3999999964892416,0.0824143995578372,True,0.0001259968481239,0.2005265520805228,0.2005302043662835,1.5902578340028413,53.34500865904305,46.706534709780406,44.08511158434688,10764,0
B,400,density_est_smoothed_log_eps=1e-08,density_particle_smoothed_log,smoothed_log,5000,kde,6.0,0.0150375939849624,1e-08,1.0,True,,,0.0103591325257369,0.0255595897725799,0.0096246809262257,0.0292898756215124,0.0062461751332255,0.0019232106598957,-1.821314535746742e-05,1.9413802568507823,0.970631610366132,0.970707824532261,0.9707039581329724,0.3999999964891303,0.0824143994053037,True,0.0001259998447535,0.2005265520805228,0.2005302043662835,1.5639000000082888,46.629103322531634,39.24209771448401,44.0852169491444,11831,0
B,400,density_est_smoothed_log_eps=1e-06,density_particle_smoothed_log,smoothed_log,5000,kde,6.0,0.0150375939849624,1e-06,1.0,True,,,0.0103591325257369,0.0255596368924473,0.0096246986696126,0.0292900602919538,0.0062462051730935,0.0019232962480115,-1.821314535774424e-05,1.9413853937227428,0.9706314256956908,0.9707076398473192,0.9707038032844808,0.3999999964775734,0.0824143841528405,True,0.0001262996986758,0.2005265520805227,0.2005302043662835,1.5558840419980695,39.02290467136805,32.51519947770759,44.09574001549279,13408,0
B,400,density_est_smoothed_log_eps=1e-04,density_particle_smoothed_log,smoothed_log,5000,kde,6.0,0.0150375939849624,0.0001,1.0,True,,,0.0103591325257369,0.0255643758994247,0.0096264831829976,0.0293085257193289,0.0062493726741513,0.0019319556488435,-1.8213145455185548e-05,1.941805511257825,0.9706129602683156,0.9706891729700354,0.9706882124457222,0.3999999974045157,0.0824128797325401,True,0.0001508322381536,0.2005265520805032,0.2005302043662835,1.591789832978975,38.28990046198982,29.64022910236534,44.43853531247697,15827,0
B,400,density_est_smoothed_log_raw,density_particle_smoothed_log,smoothed_log,5000,kde,8.0,0.0200501253132832,0.0,1.0,True,,,0.0181310241037543,0.0431904406893283,0.016263727798316,0.0492523192067687,0.0104768982731532,0.0033017424092209,-1.821321637031139e-05,1.9013383300165327,0.9506691667808758,0.9507438134923952,0.9507372707971992,0.4000000003474089,0.0841452420314015,True,5.074446716249822e-05,0.2005265520662826,0.2005302043662835,1.6011080829775892,115.7249209476252,97.49628933077858,40.00805024810039,0,0
B,400,density_est_smoothed_log_eps=1e-10,density_particle_smoothed_log,smoothed_log,5000,kde,8.0,0.0200501253132832,1e-10,1.0,True,,,0.0181310241037543,0.0431904406952747,0.0162637278005552,0.0492523192249759,0.0104768982771218,0.0033017424165722,-1.821321637031139e-05,1.9013383299801152,0.9506691667626684,0.9507438134741866,0.9507372707804184,0.4000000003474075,0.0841452420303103,True,5.0744471103641544e-05,0.2005265520662826,0.2005302043662835,1.6070325000328012,39.10863887306281,34.63844392170731,40.00804780829867,9202,0
