study,case,eta,seed,arm,selection,tau,status,censored,failure_step,failure_message,E2_at_selection,E2_tikhonov_projected,E2_tikhonov_raw,coarse_winner_z,delta_nom,delta_real,evaluations,lambda_selected,residual_at_selection,selection_label,target_residual,z_selected
lambda_noise,C1,0.005,6,P,residual,1.2,completed,False,,,0.0059181229471646085,0.005291874149016009,0.0059181229471646085,nan,0.005966767419144231,0.006321968228362032,73,0.00261898308672394,0.007160120895161003,morozov,0.007160120902973077,-2.5818673062201216
lambda_noise,C1,0.005,6,P,residual,1.0,completed,True,,,76.7689918891729,3.725705347097457,76.7689918891729,nan,0.005966767419144231,0.006321968228362032,66,1e-12,0.006222420437157731,endpoint,0.005966767419144231,-12.0
lambda_noise,C1,0.005,7,R,oracle_continuous,none,completed,False,,,0.005613757385640638,0.005269818987310046,0.005613757385640638,-2.71875,0.005966240383931182,0.005896172137401208,76,0.0018966045768668122,0.006356985893207603,oracle_continuous,nan,-2.7220232057405
lambda_noise,C1,0.005,7,R,residual,1.2,completed,False,,,0.0069079647310473545,0.006154214146606944,0.0069079647310473545,nan,0.005966240383931182,0.005896172137401208,73,0.003176708956222323,0.007159488442111278,morozov,0.0071594884607174185,-2.498022572549831
lambda_noise,C1,0.005,7,R,residual,1.0,completed,False,,,0.007694505048356279,0.007633218245611401,0.007694505048356279,nan,0.005966240383931182,0.005896172137401208,72,0.0008761303377295044,0.005966240370678527,morozov,0.005966240383931182,-3.0574312811080904
lambda_noise,C1,0.005,7,P,oracle_continuous,none,completed,False,,,0.005613757385640638,0.005269818987310046,0.005613757385640638,-2.71875,0.005966240383931182,0.005896172137401208,76,0.0018966045768668122,0.006356985893207603,oracle_continuous,nan,-2.7220232057405
lambda_noise,C1,0.005,7,P,residual,1.2,completed,False,,,0.0069079647310473545,0.006154214146606944,0.0069079647310473545,nan,0.005966240383931182,0.005896172137401208,73,0.003176708956222323,0.007159488442111278,morozov,0.0071594884607174185,-2.498022572549831
lambda_noise,C1,0.005,7,P,residual,1.0,completed,False,,,0.007694505048356279,0.007633218245611401,0.007694505048356279,nan,0.005966240383931182,0.005896172137401208,72,0.0008761303377295044,0.005966240370678527,morozov,0.005966240383931182,-3.0574312811080904
lambda_noise,C1,0.005,8,R,oracle_continuous,none,completed,False,,,0.004388815460050309,0.004345640123787294,0.004388815460050309,-3.0625,0.005963822144000824,0.005927167104676596,76,0.0010061280343491598,0.006045963108659121,oracle_continuous,nan,-2.9973467498236155
lambda_noise,C1,0.005,8,R,residual,1.2,completed,False,,,0.0071660423739160865,0.0066567461118085935,0.0071660423739160865,nan,0.005963822144000824,0.005927167104676596,73,0.0031298834153877827,0.007156586561290372,morozov,0.0071565865728009884,-2.504471839129827
lambda_noise,C1,0.005,8,R,residual,1.0,completed,False,,,0.004652658913499365,0.0046480991295608405,0.004652658913499365,nan,0.005963822144000824,0.005927167104676596,73,0.0006563924641541048,0.0059638221390298386,morozov,0.005963822144000824,-3.182836413595598
lambda_noise,C1,0.005,8,P,oracle_continuous,none,completed,False,,,0.004388815460050309,0.004345640123787294,0.004388815460050309,-3.0625,0.005963822144000824,0.005927167104676596,76,0.0010061280343491598,0.006045963108659121,oracle_continuous,nan,-2.9973467498236155
lambda_noise,C1,0.005,8,P,residual,1.2,completed,False,,,0.0071660423739160865,0.0066567461118085935,0.0071660423739160865,nan,0.005963822144000824,0.005927167104676596,73,0.0031298834153877827,0.007156586561290372,morozov,0.0071565865728009884,-2.504471839129827
lambda_noise,C1,0.005,8,P,residual,1.0,completed,False,,,0.004652658913499365,0.0046480991295608405,0.004652658913499365,nan,0.005963822144000824,0.005927167104676596,73,0.0006563924641541048,0.0059638221390298386,morozov,0.005963822144000824,-3.182836413595598
lambda_noise,C1,0.005,9,R,oracle_continuous,none,completed,False,,,0.007866956456656988,0.007623248017891058,0.007866956456656988,-2.71875,0.00596686258555594,0.005917425960970668,76,0.0018444694760336893,0.0063355822450634775,oracle_continuous,nan,-2.734128527479641
lambda_noise,C1,0.005,9,R,residual,1.2,completed,False,,,0.008815837577413138,0.008217020932112448,0.008815837577413138,nan,0.00596686258555594,0.005917425960970668,73,0.0031728596976231763,0.007160235084707647,morozov,0.007160235102667128,-2.4985491317745443
lambda_noise,C1,0.005,9,R,residual,1.0,completed,False,,,0.009070388226366629,0.00901495034122897,0.009070388226366629,nan,0.00596686258555594,0.005917425960970668,72,0.0008549620924336077,0.005966862586642614,morozov,0.00596686258555594,-3.0680531407243103
lambda_noise,C1,0.005,9,P,oracle_continuous,none,completed,False,,,0.007866956456656988,0.007623248017891058,0.007866956456656988,-2.71875,0.00596686258555594,0.005917425960970668,76,0.0018444694760336893,0.0063355822450634775,oracle_continuous,nan,-2.734128527479641
lambda_noise,C1,0.005,9,P,residual,1.2,completed,False,,,0.008815837577413138,0.008217020932112448,0.008815837577413138,nan,0.00596686258555594,0.005917425960970668,73,0.0031728596976231763,0.007160235084707647,morozov,0.007160235102667128,-2.4985491317745443
lambda_noise,C1,0.005,9,P,residual,1.0,completed,False,,,0.009070388226366629,0.00901495034122897,0.009070388226366629,nan,0.00596686258555594,0.005917425960970668,72,0.0008549620924336077,0.005966862586642614,morozov,0.00596686258555594,-3.0680531407243103
lambda_noise,C1,0.005,10,R,oracle_continuous,none,completed,False,,,0.008190060579683198,0.00798827763628508,0.008190060579683198,-2.546875,0.005963033333324141,0.005852083766651058,76,0.0024247245178470296,0.00659066549513751,oracle_continuous,nan,-2.615337596102971
lambda_noise,C1,0.005,10,R,residual,1.2,completed,False,,,0.00867677208462162,0.008280412378307378,0.00867677208462162,nan,0.005963033333324141,0.005852083766651058,73,0.0032467558127972102,0.007155639968827524,morozov,0.007155639999988969,-2.48855037325961
lambda_noise,C1,0.005,10,R,residual,1.0,completed,False,,,0.010577565843250765,0.010567775750219693,0.010577565843250765,nan,0.005963033333324141,0.005852083766651058,73,0.0011125339893335773,0.005963033293898409,morozov,0.005963033333324141,-2.9536867118935257
lambda_noise,C1,0.005,10,P,oracle_continuous,none,completed,False,,,0.008190060579683198,0.00798827763628508,0.008190060579683198,-2.546875,0.005963033333324141,0.005852083766651058,76,0.0024247245178470296,0.00659066549513751,oracle_continuous,nan,-2.615337596102971
lambda_noise,C1,0.005,10,P,residual,1.2,completed,False,,,0.00867677208462162,0.008280412378307378,0.00867677208462162,nan,0.005963033333324141,0.005852083766651058,73,0.0032467558127972102,0.007155639968827524,morozov,0.007155639999988969,-2.48855037325961
lambda_noise,C1,0.005,10,P,residual,1.0,completed,False,,,0.010577565843250765,0.010567775750219693,0.010577565843250765,nan,0.005963033333324141,0.005852083766651058,73,0.0011125339893335773,0.005963033293898409,morozov,0.005963033333324141,-2.9536867118935257
lambda_noise,C1,0.005,11,R,oracle_continuous,none,completed,False,,,0.005078590764690016,0.005024973115700149,0.005078590764690016,-3.0625,0.005965816884561193,0.005953016497737663,75,0.0007829753887602037,0.006004376387752108,oracle_continuous,nan,-3.1062518888917636
lambda_noise,C1,0.005,11,R,residual,1.2,completed,False,,,0.00808457167477434,0.007535111427267568,0.00808457167477434,nan,0.005965816884561193,0.005953016497737663,73,0.003118664279911126,0.007158980251439438,morozov,0.007158980261473431,-2.506031373953803
lambda_noise,C1,0.005,11,R,residual,1.0,completed,False,,,0.0051577378711888736,0.005128483323985291,0.0051577378711888736,nan,0.005965816884561193,0.005953016497737663,71,0.0005838709685233166,0.005965816919215989,morozov,0.005965816884561193,-3.233683118383882
lambda_noise,C1,0.005,11,P,oracle_continuous,none,completed,False,,,0.005078590764690016,0.005024973115700149,0.005078590764690016,-3.0625,0.005965816884561193,0.005953016497737663,75,0.0007829753887602037,0.006004376387752108,oracle_continuous,nan,-3.1062518888917636
lambda_noise,C1,0.005,11,P,residual,1.2,completed,False,,,0.00808457167477434,0.007535111427267568,0.00808457167477434,nan,0.005965816884561193,0.005953016497737663,73,0.003118664279911126,0.007158980251439438,morozov,0.007158980261473431,-2.506031373953803
lambda_noise,C1,0.005,11,P,residual,1.0,completed,False,,,0.0051577378711888736,0.005128483323985291,0.0051577378711888736,nan,0.005965816884561193,0.005953016497737663,71,0.0005838709685233166,0.005965816919215989,morozov,0.005965816884561193,-3.233683118383882
lambda_noise,C1,0.005,12,R,oracle_continuous,none,completed,False,,,0.006462362145694306,0.0061384756391655105,0.006462362145694306,-2.71875,0.005966974169366457,0.005972434687845733,76,0.0019092670349306973,0.0064481776624226135,oracle_continuous,nan,-2.7191333258303017
lambda_noise,C1,0.005,12,R,residual,1.2,completed,False,,,0.007491611336142998,0.006812195171721067,0.007491611336142998,nan,0.005966974169366457,0.005972434687845733,73,0.0030739022492108194,0.007160368998107579,morozov,0.0071603690032397485,-2.5123099472797796
lambda_noise,C1,0.005,12,R,residual,1.0,completed,False,,,0.011176247354880375,0.011162440776718026,0.011176247354880375,nan,0.005966974169366457,0.005972434687845733,72,0.0003886772860985299,0.005966974169445587,morozov,0.005966974169366457,-3.410410838350729
lambda_noise,C1,0.005,12,P,oracle_continuous,none,completed,False,,,0.006462362145694306,0.0061384756391655105,0.006462362145694306,-2.71875,0.005966974169366457,0.005972434687845733,76,0.0019092670349306973,0.0064481776624226135,oracle_continuous,nan,-2.7191333258303017
lambda_noise,C1,0.005,12,P,residual,1.2,completed,False,,,0.007491611336142998,0.006812195171721067,0.007491611336142998,nan,0.005966974169366457,0.005972434687845733,73,0.0030739022492108194,0.007160368998107579,morozov,0.0071603690032397485,-2.5123099472797796
lambda_noise,C1,0.005,12,P,residual,1.0,completed,False,,,0.011176247354880375,0.011162440776718026,0.011176247354880375,nan,0.005966974169366457,0.005972434687845733,72,0.0003886772860985299,0.005966974169445587,morozov,0.005966974169366457,-3.410410838350729
lambda_noise,C1,0.005,13,R,oracle_continuous,none,completed,False,,,0.004913142006694331,0.0047957698961388975,0.004913142006694331,-2.890625,0.005964607842160261,0.005940890857573555,76,0.0013202880240676745,0.00615106186196365,oracle_continuous,nan,-2.879331316053084
lambda_noise,C1,0.005,13,R,residual,1.2,completed,False,,,0.007251912898687572,0.006701798765286052,0.007251912898687572,nan,0.005964607842160261,0.005940890857573555,73,0.003126289190385314,0.00715752939961843,morozov,0.007157529410592313,-2.5049708510194884
lambda_noise,C1,0.005,13,R,residual,1.0,completed,False,,,0.005931460588278484,0.005917190713864052,0.005931460588278484,nan,0.005964607842160261,0.005940890857573555,73,0.0006429484814074219,0.005964607839869469,morozov,0.005964607842160261,-3.1918238251113253
lambda_noise,C1,0.005,13,P,oracle_continuous,none,completed,False,,,0.004913142006694331,0.0047957698961388975,0.004913142006694331,-2.890625,0.005964607842160261,0.005940890857573555,76,0.0013202880240676745,0.00615106186196365,oracle_continuous,nan,-2.879331316053084
lambda_noise,C1,0.005,13,P,residual,1.2,completed,False,,,0.007251912898687572,0.006701798765286052,0.007251912898687572,nan,0.005964607842160261,0.005940890857573555,73,0.003126289190385314,0.00715752939961843,morozov,0.007157529410592313,-2.5049708510194884
lambda_noise,C1,0.005,13,P,residual,1.0,completed,False,,,0.005931460588278484,0.005917190713864052,0.005931460588278484,nan,0.005964607842160261,0.005940890857573555,73,0.0006429484814074219,0.005964607839869469,morozov,0.005964607842160261,-3.1918238251113253
lambda_noise,C1,0.005,14,R,oracle_continuous,none,completed,False,,,0.005264308231277225,0.005080017501248759,0.005264308231277225,-3.0625,0.005968593210901468,0.0062739538578481,76,0.0010275829939210143,0.006333576526824939,oracle_continuous,nan,-2.9881830917425702
lambda_noise,C1,0.005,14,R,residual,1.2,completed,False,,,0.007132209140181308,0.006435569136084217,0.007132209140181308,nan,0.005968593210901468,0.0062739538578481,72,0.0027810271426807324,0.007162311891174787,morozov,0.007162311853081761,-2.555794772423528
lambda_noise,C1,0.005,14,R,residual,1.0,completed,True,,,218.91198891805834,4.15627578754982,218.91198891805834,nan,0.005968593210901468,0.0062739538578481,66,1e-12,0.00615153633940584,endpoint,0.005968593210901468,-12.0
lambda_noise,C1,0.005,14,P,oracle_continuous,none,completed,False,,,0.005264308231277225,0.005080017501248759,0.005264308231277225,-3.0625,0.005968593210901468,0.0062739538578481,76,0.0010275829939210143,0.006333576526824939,oracle_continuous,nan,-2.9881830917425702
lambda_noise,C1,0.005,14,P,residual,1.2,completed,False,,,0.007132209140181308,0.006435569136084217,0.007132209140181308,nan,0.005968593210901468,0.0062739538578481,72,0.0027810271426807324,0.007162311891174787,morozov,0.007162311853081761,-2.555794772423528
lambda_noise,C1,0.005,14,P,residual,1.0,completed,True,,,218.91198891805834,4.15627578754982,218.91198891805834,nan,0.005968593210901468,0.0062739538578481,66,1e-12,0.00615153633940584,endpoint,0.005968593210901468,-12.0
lambda_noise,C1,0.005,15,R,oracle_continuous,none,completed,False,,,0.005743967281973764,0.005620569869172774,0.005743967281973764,-2.71875,0.005964059953136382,0.005841393506185031,76,0.0015746795010233871,0.006156747343655303,oracle_continuous,nan,-2.802807826065492
lambda_noise,C1,0.005,15,R,residual,1.2,completed,False,,,0.007766912713230378,0.007259615091496566,0.007766912713230378,nan,0.005964059953136382,0.005841393506185031,73,0.0032365141477289677,0.007156871913395057,morozov,0.007156871943763658,-2.489922490216515
lambda_noise,C1,0.005,15,R,residual,1.0,completed,False,,,0.006286741639963395,0.006251161575479165,0.006286741639963395,nan,0.005964059953136382,0.005841393506185031,73,0.0010490409079009142,0.005964059920813191,morozov,0.005964059953136382,-2.979207575934917
lambda_noise,C1,0.005,15,P,oracle_continuous,none,completed,False,,,0.005743967281973764,0.005620569869172774,0.005743967281973764,-2.71875,0.005964059953136382,0.005841393506185031,76,0.0015746795010233871,0.006156747343655303,oracle_continuous,nan,-2.802807826065492
lambda_noise,C1,0.005,15,P,residual,1.2,completed,False,,,0.007766912713230378,0.007259615091496566,0.007766912713230378,nan,0.005964059953136382,0.005841393506185031,73,0.0032365141477289677,0.007156871913395057,morozov,0.007156871943763658,-2.489922490216515
lambda_noise,C1,0.005,15,P,residual,1.0,completed,False,,,0.006286741639963395,0.006251161575479165,0.006286741639963395,nan,0.005964059953136382,0.005841393506185031,73,0.0010490409079009142,0.005964059920813191,morozov,0.005964059953136382,-2.979207575934917
lambda_noise,C1,0.005,16,R,oracle_continuous,none,completed,False,,,0.006079852563343265,0.005888749304121643,0.006079852563343265,-2.71875,0.005964769859705464,0.005853121824740198,76,0.0017254614300119585,0.006214464316950685,oracle_continuous,nan,-2.7630947442369918
lambda_noise,C1,0.005,16,R,residual,1.2,completed,False,,,0.00759500977332175,0.007002451764870501,0.00759500977332175,nan,0.005964769859705464,0.005853121824740198,73,0.0032462037366534306,0.007157723799416383,morozov,0.007157723831646557,-2.4886242266762486
lambda_noise,C1,0.005,16,R,residual,1.0,completed,False,,,0.006614224381985354,0.006551409659662857,0.006614224381985354,nan,0.005964769859705464,0.005853121824740198,73,0.0010868881777467965,0.005964769821517727,morozov,0.005964769859705464,-2.9638151351093147
lambda_noise,C1,0.005,16,P,oracle_continuous,none,completed,False,,,0.006079852563343265,0.005888749304121643,0.006079852563343265,-2.71875,0.005964769859705464,0.005853121824740198,76,0.0017254614300119585,0.006214464316950685,oracle_continuous,nan,-2.7630947442369918
lambda_noise,C1,0.005,16,P,residual,1.2,completed,False,,,0.00759500977332175,0.007002451764870501,0.00759500977332175,nan,0.005964769859705464,0.005853121824740198,73,0.0032462037366534306,0.007157723799416383,morozov,0.007157723831646557,-2.4886242266762486
lambda_noise,C1,0.005,16,P,residual,1.0,completed,False,,,0.006614224381985354,0.006551409659662857,0.006614224381985354,nan,0.005964769859705464,0.005853121824740198,73,0.0010868881777467965,0.005964769821517727,morozov,0.005964769859705464,-2.9638151351093147
lambda_noise,C1,0.005,17,R,oracle_continuous,none,completed,False,,,0.0034698582551300127,0.0034343045862648513,0.0034698582551300127,-3.234375,0.005965068680115676,0.00600782311540433,75,0.0006943536634818862,0.006039447354850082,oracle_continuous,nan,-3.1584192687727697
lambda_noise,C1,0.005,17,R,residual,1.2,completed,False,,,0.007572339882535213,0.007062992312297639,0.007572339882535213,nan,0.005965068680115676,0.00600782311540433,73,0.0030565744721388092,0.007158082412230353,morozov,0.0071580824161388105,-2.5147650183446975
lambda_noise,C1,0.005,17,R,residual,1.0,completed,False,,,0.03330332343678374,0.033303437971580065,0.03330332343678374,nan,0.005965068680115676,0.00600782311540433,72,3.257037971165544e-05,0.005965068680690752,morozov,0.005965068680115676,-4.487177178318289
lambda_noise,C1,0.005,17,P,oracle_continuous,none,completed,False,,,0.0034698582551300127,0.0034343045862648513,0.0034698582551300127,-3.234375,0.005965068680115676,0.00600782311540433,75,0.0006943536634818862,0.006039447354850082,oracle_continuous,nan,-3.1584192687727697
lambda_noise,C1,0.005,17,P,residual,1.2,completed,False,,,0.007572339882535213,0.007062992312297639,0.007572339882535213,nan,0.005965068680115676,0.00600782311540433,73,0.0030565744721388092,0.007158082412230353,morozov,0.0071580824161388105,-2.5147650183446975
lambda_noise,C1,0.005,17,P,residual,1.0,completed,False,,,0.03330332343678374,0.033303437971580065,0.03330332343678374,nan,0.005965068680115676,0.00600782311540433,72,3.257037971165544e-05,0.005965068680690752,morozov,0.005965068680115676,-4.487177178318289
lambda_noise,C1,0.005,18,R,oracle_continuous,none,completed,False,,,0.0074488440935411284,0.007147409714194072,0.0074488440935411284,-2.546875,0.005963714467434597,0.005776250640762288,76,0.0024592718602340154,0.0065243766182688555,oracle_continuous,nan,-2.6091934595193713
lambda_noise,C1,0.005,18,R,residual,1.2,completed,False,,,0.00793058684503809,0.007367084031076255,0.00793058684503809,nan,0.005963714467434597,0.005776250640762288,73,0.003350511482193998,0.007156457309138865,morozov,0.007156457360921516,-2.474888889399474
lambda_noise,C1,0.005,18,R,residual,1.0,completed,False,,,0.008585514500708628,0.00851771031628402,0.008585514500708628,nan,0.005963714467434597,0.005776250640762288,73,0.0013827613290726896,0.005963714465175456,morozov,0.005963714467434597,-2.859252774635258
lambda_noise,C1,0.005,18,P,oracle_continuous,none,completed,False,,,0.0074488440935411284,0.007147409714194072,0.0074488440935411284,-2.546875,0.005963714467434597,0.005776250640762288,76,0.0024592718602340154,0.0065243766182688555,oracle_continuous,nan,-2.6091934595193713
lambda_noise,C1,0.005,18,P,residual,1.2,completed,False,,,0.00793058684503809,0.007367084031076255,0.00793058684503809,nan,0.005963714467434597,0.005776250640762288,73,0.003350511482193998,0.007156457309138865,morozov,0.007156457360921516,-2.474888889399474
lambda_noise,C1,0.005,18,P,residual,1.0,completed,False,,,0.008585514500708628,0.00851771031628402,0.008585514500708628,nan,0.005963714467434597,0.005776250640762288,73,0.0013827613290726896,0.005963714465175456,morozov,0.005963714467434597,-2.859252774635258
lambda_noise,C1,0.005,19,R,oracle_continuous,none,completed,False,,,0.0035725508019638502,0.00351599126878068,0.0035725508019638502,-3.0625,0.00596442435310646,0.006125649655302302,77,0.0008495865542005629,0.006191250165376412,oracle_continuous,nan,-3.0707923694767167
lambda_noise,C1,0.005,19,R,residual,1.2,completed,False,,,0.0062972168020054755,0.005746513119462497,0.0062972168020054755,nan,0.00596442435310646,0.006125649655302302,72,0.0029030207476172846,0.007157308763524513,morozov,0.007157309223727752,-2.537149860295264
lambda_noise,C1,0.005,19,R,residual,1.0,completed,True,,,29.28955670082781,3.1923843866798447,29.28955670082781,nan,0.00596442435310646,0.006125649655302302,66,1e-12,0.006079936333479615,endpoint,0.00596442435310646,-12.0
lambda_noise,C1,0.005,19,P,oracle_continuous,none,completed,False,,,0.0035725508019638502,0.00351599126878068,0.0035725508019638502,-3.0625,0.00596442435310646,0.006125649655302302,77,0.0008495865542005629,0.006191250165376412,oracle_continuous,nan,-3.0707923694767167
lambda_noise,C1,0.005,19,P,residual,1.2,completed,False,,,0.0062972168020054755,0.005746513119462497,0.0062972168020054755,nan,0.00596442435310646,0.006125649655302302,72,0.0029030207476172846,0.007157308763524513,morozov,0.007157309223727752,-2.537149860295264
lambda_noise,C1,0.005,19,P,residual,1.0,completed,True,,,29.28955670082781,3.1923843866798447,29.28955670082781,nan,0.00596442435310646,0.006125649655302302,66,1e-12,0.006079936333479615,endpoint,0.00596442435310646,-12.0
lambda_noise,C1,0.005,20,R,oracle_continuous,none,completed,False,,,0.002240569080578643,0.0019594968441897774,0.002240569080578643,-3.0625,0.005966501785329687,0.006365019718605743,76,0.0009213047560516504,0.006387579798244152,oracle_continuous,nan,-3.035596686873027
lambda_noise,C1,0.005,20,R,residual,1.2,completed,False,,,0.004829557377086243,0.003979502174690202,0.004829557377086243,nan,0.005966501785329687,0.006365019718605743,72,0.002660450165051434,0.007159802139806408,morozov,0.007159802142395624,-2.575044871768717
lambda_noise,C1,0.005,20,R,residual,1.0,completed,True,,,101.1722726881417,4.796433920442005,101.1722726881417,nan,0.005966501785329687,0.006365019718605743,66,1e-12,0.006219504314084642,endpoint,0.005966501785329687,-12.0
lambda_noise,C1,0.005,20,P,oracle_continuous,none,completed,False,,,0.002240569080578643,0.0019594968441897774,0.002240569080578643,-3.0625,0.005966501785329687,0.006365019718605743,76,0.0009213047560516504,0.006387579798244152,oracle_continuous,nan,-3.035596686873027
lambda_noise,C1,0.005,20,P,residual,1.2,completed,False,,,0.004829557377086243,0.003979502174690202,0.004829557377086243,nan,0.005966501785329687,0.006365019718605743,72,0.002660450165051434,0.007159802139806408,morozov,0.007159802142395624,-2.575044871768717
lambda_noise,C1,0.005,20,P,residual,1.0,completed,True,,,101.1722726881417,4.796433920442005,101.1722726881417,nan,0.005966501785329687,0.006365019718605743,66,1e-12,0.006219504314084642,endpoint,0.005966501785329687,-12.0
lambda_noise,C1,0.005,21,R,oracle_continuous,none,completed,False,,,0.0071818795898231985,0.006836478784801694,0.0071818795898231985,-2.71875,0.005967082469223271,0.0059592156378021266,75,0.0020916248547229806,0.006516015172398875,oracle_continuous,nan,-2.679516206101846
lambda_noise,C1,0.005,21,R,residual,1.2,completed,False,,,0.007963011650331395,0.007310469122171315,0.007963011650331395,nan,0.005967082469223271,0.0059592156378021266,73,0.003107300927956852,0.007160498954700408,morozov,0.007160498963067924,-2.507616685263701
lambda_noise,C1,0.005,21,R,residual,1.0,completed,False,,,0.011546867936357872,0.011520550627532029,0.011546867936357872,nan,0.005967082469223271,0.0059592156378021266,73,0.000605575941767158,0.005967082469196439,morozov,0.005967082469223271,-3.217831386753212
lambda_noise,C1,0.005,21,P,oracle_continuous,none,completed,False,,,0.0071818795898231985,0.006836478784801694,0.0071818795898231985,-2.71875,0.005967082469223271,0.0059592156378021266,75,0.0020916248547229806,0.006516015172398875,oracle_continuous,nan,-2.679516206101846
lambda_noise,C1,0.005,21,P,residual,1.2,completed,False,,,0.007963011650331395,0.007310469122171315,0.007963011650331395,nan,0.005967082469223271,0.0059592156378021266,73,0.003107300927956852,0.007160498954700408,morozov,0.007160498963067924,-2.507616685263701
lambda_noise,C1,0.005,21,P,residual,1.0,completed,False,,,0.011546867936357872,0.011520550627532029,0.011546867936357872,nan,0.005967082469223271,0.0059592156378021266,73,0.000605575941767158,0.005967082469196439,morozov,0.005967082469223271,-3.217831386753212
lambda_noise,C1,0.005,22,R,oracle_continuous,none,completed,False,,,0.0066860163272918684,0.006373391853268358,0.0066860163272918684,-2.71875,0.005968245320258216,0.006359682763992217,76,0.0017559959937499645,0.006726181122501908,oracle_continuous,nan,-2.7554764792580873
lambda_noise,C1,0.005,22,R,residual,1.2,completed,False,,,0.0072857268190123885,0.006720875599747322,0.0072857268190123885,nan,0.005968245320258216,0.006359682763992217,73,0.0025880785905230395,0.00716189436944912,morozov,0.007161894384309859,-2.587022539861043
lambda_noise,C1,0.005,22,R,residual,1.0,completed,True,,,45.303457826976675,2.5696872059095113,45.303457826976675,nan,0.005968245320258216,0.006359682763992217,66,1e-12,0.006316363170330994,endpoint,0.005968245320258216,-12.0
lambda_noise,C1,0.005,22,P,oracle_continuous,none,completed,False,,,0.0066860163272918684,0.006373391853268358,0.0066860163272918684,-2.71875,0.005968245320258216,0.006359682763992217,76,0.0017559959937499645,0.006726181122501908,oracle_continuous,nan,-2.7554764792580873
lambda_noise,C1,0.005,22,P,residual,1.2,completed,False,,,0.0072857268190123885,0.006720875599747322,0.0072857268190123885,nan,0.005968245320258216,0.006359682763992217,73,0.0025880785905230395,0.00716189436944912,morozov,0.007161894384309859,-2.587022539861043
lambda_noise,C1,0.005,22,P,residual,1.0,completed,True,,,45.303457826976675,2.5696872059095113,45.303457826976675,nan,0.005968245320258216,0.006359682763992217,66,1e-12,0.006316363170330994,endpoint,0.005968245320258216,-12.0
lambda_noise,C1,0.005,23,R,oracle_continuous,none,completed,False,,,0.005272291585995206,0.0051871089409929304,0.005272291585995206,-2.890625,0.0059646783797129704,0.0061375940654402,76,0.001237495590292198,0.006314270699760451,oracle_continuous,nan,-2.9074563399622138
lambda_noise,C1,0.005,23,R,residual,1.2,completed,False,,,0.007412923152964262,0.006975912383677816,0.007412923152964262,nan,0.0059646783797129704,0.0061375940654402,72,0.002888632052816521,0.007157613834407286,morozov,0.007157614055655564,-2.539307774046525
lambda_noise,C1,0.005,23,R,residual,1.0,completed,True,,,54.0379437815246,3.4363686104178295,54.0379437815246,nan,0.0059646783797129704,0.0061375940654402,66,1e-12,0.006023491314652095,endpoint,0.0059646783797129704,-12.0
lambda_noise,C1,0.005,23,P,oracle_continuous,none,completed,False,,,0.005272291585995206,0.0051871089409929304,0.005272291585995206,-2.890625,0.0059646783797129704,0.0061375940654402,76,0.001237495590292198,0.006314270699760451,oracle_continuous,nan,-2.9074563399622138
lambda_noise,C1,0.005,23,P,residual,1.2,completed,False,,,0.007412923152964262,0.006975912383677816,0.007412923152964262,nan,0.0059646783797129704,0.0061375940654402,72,0.002888632052816521,0.007157613834407286,morozov,0.007157614055655564,-2.539307774046525
lambda_noise,C1,0.005,23,P,residual,1.0,completed,True,,,54.0379437815246,3.4363686104178295,54.0379437815246,nan,0.0059646783797129704,0.0061375940654402,66,1e-12,0.006023491314652095,endpoint,0.0059646783797129704,-12.0
lambda_noise,C1,0.005,24,R,oracle_continuous,none,completed,False,,,0.0033104038068834324,0.003251271840286668,0.0033104038068834324,-2.890625,0.005963224365176132,0.00591168481987517,76,0.001116568659622869,0.0060494695697796905,oracle_continuous,nan,-2.9521145662973987
lambda_noise,C1,0.005,24,R,residual,1.2,completed,False,,,0.006441110175982628,0.00588914969242624,0.006441110175982628,nan,0.005963224365176132,0.00591168481987517,73,0.0031617294449309617,0.007155869221843228,morozov,0.007155869238211358,-2.5000752962003823
lambda_noise,C1,0.005,24,R,residual,1.0,completed,False,,,0.0035912147823257286,0.0035840533650821457,0.0035912147823257286,nan,0.005963224365176132,0.00591168481987517,73,0.0007973743524284545,0.005963224363033819,morozov,0.005963224365176132,-3.09833773754487
lambda_noise,C1,0.005,24,P,oracle_continuous,none,completed,False,,,0.0033104038068834324,0.003251271840286668,0.0033104038068834324,-2.890625,0.005963224365176132,0.00591168481987517,76,0.001116568659622869,0.0060494695697796905,oracle_continuous,nan,-2.9521145662973987
lambda_noise,C1,0.005,24,P,residual,1.2,completed,False,,,0.006441110175982628,0.00588914969242624,0.006441110175982628,nan,0.005963224365176132,0.00591168481987517,73,0.0031617294449309617,0.007155869221843228,morozov,0.007155869238211358,-2.5000752962003823
lambda_noise,C1,0.005,24,P,residual,1.0,completed,False,,,0.0035912147823257286,0.0035840533650821457,0.0035912147823257286,nan,0.005963224365176132,0.00591168481987517,73,0.0007973743524284545,0.005963224363033819,morozov,0.005963224365176132,-3.09833773754487
lambda_noise,C1,0.01,0,R,oracle_continuous,none,completed,False,,,0.008068471009815514,0.007828800864852518,0.008068471009815514,-2.890625,0.011947402744608428,0.012525261637585243,76,0.001145895576793955,0.012452692860320379,oracle_continuous,nan,-2.9408549569658824
