study,case,h,eta,seed,arm,status,censored,failure_step,failure_message,B0,B1,E2,K_modes,K_tightened,Linf_rel,delta_nom,delta_real,eps_abs,forward_residual,gate_eps_floor,gate_tightened,mass_change_rel,mass_error_rel,mass_reconstruction,max_abs_score,min_raw_density,min_reconstruction,min_regularized_denominator,negative_fraction,negative_mass_removed,tightened_max_change,tv_reconstruction,tv_reference
noise_paired,C1,0.007,0.001,3,R,completed,False,,,1.0544877270237557e-13,1.2295571967969692e-10,0.654629122725765,365,391,1.2592735076174681,0.0011931011975382004,0.0011603031456984278,1.0000285197052097e-08,0.08132221995242378,True,True,0.0,2.2203827245895551e-16,1.00002851970521,250.25557258963138,0.14279371654994788,0.058034384775105696,0.14279372655023306,0.0,0.0,8.344836330325682e-11,101.06113920562933,2.9999151839096183
noise_paired,C1,0.01,0.001,3,R,completed,False,,,8.055120845309201e-14,6.566154878285376e-11,0.7490386175873358,255,273,1.5386109322442767,0.0011931011975382004,0.0011603031456984278,1.0000285197052097e-08,0.07635618372318677,True,True,0.0,0.0,1.0000285197052097,158.84180678579705,0.18209087670586233,0.0240767806283696,0.1820908867061475,0.0,0.0,4.6301963654896365e-11,73.16789927058534,2.9999151839096183
noise_paired,C1,0.014,0.001,3,R,completed,False,,,5.731957434427111e-14,3.3376253578322324e-11,0.5833598886812409,182,195,0.9011868466788621,0.0011931011975382004,0.0011603031456984278,1.0000285197052097e-08,0.07068131288389826,True,True,0.0,0.0,1.0000285197052097,120.86047827215296,0.21330063309143543,0.13899512127372238,0.21330064309172062,0.0,0.0,2.0892693378134934e-11,48.463026252810536,2.9999151839096183
noise_paired,C1,0.02,0.001,3,R,completed,False,,,4.5278780856525294e-14,1.8422944629229538e-11,0.6094657411621845,127,136,1.1897226962352132,0.0011931011975382004,0.0011603031456984278,1.0000285197052097e-08,0.05687781175715079,True,True,0.0,0.0,1.0000285197052097,83.18577371140708,0.14125800964997492,0.02088417938315401,0.1412580196502601,0.0,0.0,3.1190838118894707e-12,33.66298001507024,2.9999151839096183
noise_paired,C1,0.028,0.001,3,R,completed,False,,,2.3494352619534116e-14,6.861074562831679e-12,0.3718700182969436,91,98,0.48610697275289527,0.0011931011975382004,0.0011603031456984278,1.0000285197052097e-08,0.013338014341805267,True,True,0.0,0.0,1.0000285197052097,53.35940472774476,0.11493117487738158,0.10200369874752357,0.11493118487766678,0.0,0.0,7.275820627168901e-15,16.692612949589908,2.9999151839096183
noise_paired,C1,0.04,0.001,3,R,completed,False,,,2.81985918330429e-14,5.719737116696918e-12,0.043869795789746105,63,68,0.0589392739714255,0.0011931011975382004,0.0011603031456984278,1.0000285197052097e-08,0.018117281260211872,True,True,0.0,0.0,1.0000285197052097,4.688113857673569,0.5775704699086076,0.5772783656658445,0.5775704799088928,0.0,0.0,2.5028511705181717e-16,2.598458027539588,2.9999151839096183
noise_paired,C1,0.005,0.001,3,P,completed,False,,,1.5166400896245844e-13,2.4748554785489725e-10,0.8207611525236216,511,547,1.6389620305158183,0.0011931011975382004,0.0011603031456984278,1.0000285197052097e-08,0.08235017774478662,True,True,0.0,2.2203827245895551e-16,1.00002851970521,341.47969807867435,0.19395542700912016,0.0038907496446668466,0.19395543700940535,0.0,0.0,4.7106462966394865e-12,146.86082820345683,2.9999151839096183
noise_paired,C1,0.007,0.001,3,P,completed,False,,,1.0544877270237557e-13,1.2295571967969692e-10,0.654629122725765,365,391,1.2592735076174681,0.0011931011975382004,0.0011603031456984278,1.0000285197052097e-08,0.08132221995242378,True,True,0.0,2.2203827245895551e-16,1.00002851970521,250.25557258963138,0.14279371654994788,0.058034384775105696,0.14279372655023306,0.0,0.0,8.344836330325682e-11,101.06113920562933,2.9999151839096183
noise_paired,C1,0.01,0.001,3,P,completed,False,,,8.055120845309201e-14,6.566154878285376e-11,0.7490386175873358,255,273,1.5386109322442767,0.0011931011975382004,0.0011603031456984278,1.0000285197052097e-08,0.07635618372318677,True,True,0.0,0.0,1.0000285197052097,158.84180678579705,0.18209087670586233,0.0240767806283696,0.1820908867061475,0.0,0.0,4.6301963654896365e-11,73.16789927058534,2.9999151839096183
noise_paired,C1,0.014,0.001,3,P,completed,False,,,5.731957434427111e-14,3.3376253578322324e-11,0.5833598886812409,182,195,0.9011868466788621,0.0011931011975382004,0.0011603031456984278,1.0000285197052097e-08,0.07068131288389826,True,True,0.0,0.0,1.0000285197052097,120.86047827215296,0.21330063309143543,0.13899512127372238,0.21330064309172062,0.0,0.0,2.0892693378134934e-11,48.463026252810536,2.9999151839096183
noise_paired,C1,0.02,0.001,3,P,completed,False,,,4.5278780856525294e-14,1.8422944629229538e-11,0.6094657411621845,127,136,1.1897226962352132,0.0011931011975382004,0.0011603031456984278,1.0000285197052097e-08,0.05687781175715079,True,True,0.0,0.0,1.0000285197052097,83.18577371140708,0.14125800964997492,0.02088417938315401,0.1412580196502601,0.0,0.0,3.1190838118894707e-12,33.66298001507024,2.9999151839096183
noise_paired,C1,0.028,0.001,3,P,completed,False,,,2.3494352619534116e-14,6.861074562831679e-12,0.3718700182969436,91,98,0.48610697275289527,0.0011931011975382004,0.0011603031456984278,1.0000285197052097e-08,0.013338014341805267,True,True,0.0,0.0,1.0000285197052097,53.35940472774476,0.11493117487738158,0.10200369874752357,0.11493118487766678,0.0,0.0,7.275820627168901e-15,16.692612949589908,2.9999151839096183
