test,n_grid,method_name,method_type,n_particles,globs_per_jump,recon_method,bandwidth_factor,bandwidth_used,completed,failure_step,failure_msg,step_zero_recon_error,relative_l2,l2_error,linf_error,forward_consistency_l2,wasserstein,mass_rel_error,total_variation,peak_value,peak_ratio,A_fit,mu_fit,sigma_fit,fit_success,fit_rmse,mass_candidate,mass_true,runtime_seconds
B,200,density_particle_oracle_deterministic,density_particle_oracle,1000,0,kde,1.0,0.005025125628140704,True,,,0.005747790917334309,0.0049565191786592085,0.0018664194544504523,0.011477794799521848,0.0010005583149420166,0.00018056572240433407,-1.8266980119061487e-05,2.0535470207063744,0.9971510765924215,0.9974658756088037,0.9974538616118267,0.4000000289474485,0.0802052075988839,True,0.001666459736351779,0.20052654091748656,0.20053020399873628,0.00556350004626438
B,200,density_particle_oracle_deterministic,density_particle_oracle,1000,0,kde,2.0,0.010050251256281407,True,,,0.005479121393662109,0.007448124752623511,0.0028046547257042876,0.008350132484143735,0.002177613410617126,0.0005464634075565337,-1.826699624282963e-05,1.9859139052883994,0.9913342687329003,0.9916472313922493,0.9916308759342309,0.40000003372174353,0.0806762803338393,True,0.0006140420494337819,0.20052654091425326,0.20053020399873628,0.005228790978435427
B,200,density_particle_oracle_deterministic,density_particle_oracle,1000,0,kde,4.0,0.020100502512562814,True,,,0.01852576108339266,0.026785420844676635,0.010086278042743443,0.03063877240804469,0.0067737796175852275,0.0020105349293672277,-1.826699624767401e-05,1.938091257617716,0.9690456288089994,0.9693515549800075,0.9693185833103604,0.4000000554221565,0.08253374643535313,True,0.00022611169167393498,0.2005265409142523,0.20053020399873628,0.005208791000768542
B,200,density_particle_oracle_deterministic,density_particle_oracle,5000,0,histogram,,,True,,,0.008298858298090865,0.007451057680008148,0.0028057591444570176,0.008031782748129657,0.0006202639980712296,5.8777821861396196e-05,-1.826699624282963e-05,2.1548582086645656,1.0056004973767974,1.0059179638619458,0.9992901573241374,0.400004304831301,0.08005710700931515,True,0.0027891232686114206,0.20052654091425326,0.20053020399873628,0.007414833002258092
B,200,density_particle_oracle_deterministic,density_particle_oracle,5000,0,kde,1.0,0.005025125628140704,True,,,0.0018443337612346897,0.0023356151723843547,0.0008794957587608945,0.0025333692077538217,0.0009868137286739983,0.00016222893675413113,-1.8266994574147243e-05,2.004136365598918,0.9971510320092902,0.9974658310115976,0.9974636964465761,0.40000000870401753,0.08020347634926102,True,0.0002965943771074029,0.20052654091458788,0.20053020399873628,0.015145291981752962
B,200,density_particle_oracle_deterministic,density_particle_oracle,5000,0,kde,2.0,0.010050251256281407,True,,,0.005019100165044326,0.007259525652918812,0.002733636130578845,0.008350049627069311,0.0021646463922759544,0.0005358525629823605,-1.8266996242552806e-05,1.9826878815178801,0.9913343515899747,0.9916473142754816,0.9916415091490598,0.4000000098122417,0.0806743783471641,True,0.00010642280982819996,0.20052654091425332,0.20053020399873628,0.013043834012933075
B,200,density_particle_oracle_deterministic,density_particle_oracle,5000,0,kde,4.0,0.020100502512562814,True,,,0.01849555709836771,0.026763527897823273,0.010078034067395119,0.030638683762077235,0.0067614862499879,0.002013574074994843,-1.826701270667347e-05,1.9380914341296671,0.9690457174549668,0.9693516436539603,0.9693323069509436,0.4000000155116873,0.08253113001357817,True,4.199920042659128e-05,0.20052654091095176,0.20053020399873628,0.019134708971250802
B,200,density_particle_oracle_deterministic,density_particle_oracle,10000,0,histogram,,,True,,,0.00426858332831021,0.003837533272399038,0.0014450557939017176,0.0037940129235082276,0.0006198855972513494,4.9554891190484954e-05,-1.8266996242691218e-05,2.0590867327239186,0.9976195410484101,0.9979344879582795,0.999276844138932,0.4000017041859594,0.08005807853035846,True,0.0014220539088550788,0.2005265409142533,0.20053020399873628,0.01137816603295505
B,200,density_particle_oracle_deterministic,density_particle_oracle,10000,0,kde,1.0,0.005025125628140704,True,,,0.0016171649892879653,0.002227866341992259,0.0008389220202179336,0.0025333749194541566,0.0009857807151606838,0.00016050507097946376,-1.826699739911469e-05,1.9982508384070408,0.9971510262975899,0.9974658252980941,0.9974641480678039,0.4000000039512978,0.08020339673097417,True,0.00013758368897643245,0.2005265409140214,0.20053020399873628,0.026323249971028417
B,200,density_particle_oracle_deterministic,density_particle_oracle,10000,0,kde,2.0,0.010050251256281407,True,,,0.0050074465927270615,0.0072546866155106,0.0027318139498842984,0.008350049492469425,0.0021636196909441212,0.0005347582568527198,-1.8266996242552806e-05,1.9826687034491495,0.9913343517245746,0.991647314410124,0.9916420074876806,0.4000000046409027,0.08067428924127466,True,5.106609298336717e-05,0.20052654091425332,0.20053020399873628,0.032402541022747755
B,200,density_particle_oracle_deterministic,density_particle_oracle,10000,0,kde,4.0,0.020100502512562814,True,,,0.018494493234183992,0.02676260446087365,0.010077686339357435,0.030638686043663377,0.006760458022888427,0.0020140377296251934,-1.826713092318724e-05,1.9380914244364493,0.9690457151733807,0.969351641371654,0.9693330052800295,0.4000000083791412,0.08253099784076841,True,2.2804789253602117e-05,0.20052654088724578,0.20053020399873628,0.023354167002253234
B,200,density_particle_oracle_deterministic,density_particle_oracle,20000,0,histogram,,,True,,,0.0022202719245915754,0.002337079074154723,0.0008800470034237587,0.002952510969226385,0.0006242774326431119,4.7297291073535695e-05,-1.8266996242691218e-05,2.0231724292461757,0.9996147801305069,0.999930356934196,0.9992682394867675,0.3999992310228622,0.08005812027941818,True,0.0008451156032518686,0.2005265409142533,0.20053020399873628,0.026551124989055097
B,200,density_particle_oracle_deterministic,density_particle_oracle,20000,0,kde,1.0,0.005025125628140704,True,,,0.001562219426403356,0.002203996162844945,0.0008299335012319513,0.0025333741871113036,0.0009854011940989488,0.00015990715549428765,-1.8266995143846702e-05,1.9959328356379165,0.9971510270299327,0.9974658260306681,0.9974642590625562,0.4000000014493213,0.08020337766767292,True,6.391153224516853e-05,0.20052654091447364,0.20053020399873628,0.05813312501413748
B,200,density_particle_oracle_deterministic,density_particle_oracle,20000,0,kde,2.0,0.010050251256281407,True,,,0.005004991727881623,0.007253626339897439,0.0027314146940839775,0.008350048296124402,0.002163237006069163,0.0005343277289323993,-1.8266996242691218e-05,1.9826687058418393,0.9913343529209196,0.9916473156068467,0.9916421335542277,0.4000000018776286,0.08067426726765896,True,2.705183587383027e-05,0.2005265409142533,0.20053020399873628,0.05243112501921132
B,200,density_particle_oracle_deterministic,density_particle_oracle,20000,0,kde,4.0,0.020100502512562814,True,,,0.01849423543236542,0.026762364692547475,0.010077596052554861,0.03063868515408663,0.006760066952153146,0.002014254214585636,-1.8267537551299094e-05,1.9380914099703315,0.9690457160629574,0.9693516422615115,0.9693331988077583,0.40000000437757705,0.08253096207856798,True,1.5348566021166165e-05,0.20052654080570456,0.20053020399873628,0.0728025829885155
B,200,oracle_score_deterministic,gradient_glob_oracle,0,20,,,,True,,,,0.17521609208224603,0.0659791097758952,0.17627710471823943,0.06006801566374453,6.9984746510092e-05,-0.17476442309269097,1.6497532555898973,0.8249596861313931,0.8252201245983871,0.8248531010986158,0.4000306199025423,0.08002876471512291,True,0.0032755779357428265,0.1654846585842375,0.20053020399873628,0.009535457997117192
B,200,oracle_score_deterministic,gradient_glob_oracle,0,80,,,,True,,,,0.17521609208225167,0.06597910977589733,0.17627710471824432,0.06006801566374721,6.99847465037394e-05,-0.1747644230927246,1.649753255589904,0.8249596861313905,0.8252201245983845,0.8248531011039847,0.4000306199026283,0.08002876471481023,True,0.0032755779357428226,0.16548465858423075,0.20053020399873628,0.029193209018558264
B,200,tikhonov_best,baseline_tikhonov,0,0,,0.001,,True,,,,0.0011617070175213159,0.000437450658358983,0.0011913854378970412,0.0004420193699306163,0.00010182023143121658,-0.0010098365576650871,1.9991832520992499,0.9993584833622599,0.999673979253465,1.0003745990552688,0.39999999761805793,0.07990897534869071,True,0.00030578592507749354,0.20032770126782232,0.20053020399873628,
B,200,spectral_cutoff_best,baseline_spectral,0,0,,0.01,,True,,,,0.0021156752546601155,0.0007966755120405345,0.002457280687609087,5.5264606378696544e-06,0.00014893574762270804,-9.305082969159651e-06,2.006059693399266,1.002120190216452,1.0024365579741392,1.0023696983268002,0.40000001309605815,0.07981088264101895,True,0.00019503481304757243,0.20052833804855025,0.20053020399873628,
B,400,density_particle_oracle_deterministic,density_particle_oracle,1000,0,histogram,,,True,,,0.07500163877866196,0.06135672921300525,0.023104398255465564,0.07572073775481204,0.00033352823235455545,0.0001522249887765173,-1.8213145349716407e-05,8.321049805133441,1.0401312256416801,1.040212896929922,0.9996119813666648,0.3999937052911884,0.08003355099434849,True,0.02307512336725387,0.2005265520805244,0.20053020436628352,0.004169332969468087
B,400,density_particle_oracle_deterministic,density_particle_oracle,1000,0,kde,1.0,0.002506265664160401,True,,,0.01179372697627483,0.009611274704492821,0.0036192072387752953,0.026978761136992803,0.00040044236215451784,7.508011839422896e-05,-1.8213124464888516e-05,2.31691583288051,0.9991957199028619,0.9992741769279357,0.9992628186204715,0.40000003041497084,0.0800601064423661,True,0.0036065945066900834,0.20052655208471243,0.20053020436628352,0.006415584008209407
B,400,density_particle_oracle_deterministic,density_particle_oracle,1000,0,kde,2.0,0.005012531328320802,True,,,0.00569064252230053,0.004843895155930811,0.001824009920767162,0.011435809388950101,0.0006945261105544226,0.00015851768185535853,-1.8213145349301175e-05,2.0623903573074145,0.9977302336324685,0.9978085755873005,0.997796850741587,0.40000003091932157,0.08017775504254823,True,0.0016736500222818294,0.20052655208052447,0.20053020436628352,0.006265625008381903
B,400,density_particle_oracle_deterministic,density_particle_oracle,1000,0,kde,4.0,0.010025062656641603,True,,,0.005201171600189504,0.007139902092133617,0.0026885908613055775,0.00798918125188397,0.0018682384332270778,0.0005227062671455652,-1.8213145349439583e-05,1.9877568791560565,0.9919323047357606,0.9920101914361877,0.9919968259838241,0.4000000330911644,0.08064663738682842,True,0.0006172094214868995,0.20052655208052445,0.20053020436628352,0.00685845798579976
B,400,density_particle_oracle_deterministic,density_particle_oracle,5000,0,histogram,,,True,,,0.015964052049597142,0.01343443175028837,0.005058849542272247,0.015185677478603554,0.00029633935539721725,3.6825973708186956e-05,-1.8213145349577995e-05,2.7523472432364464,1.0081271879296285,1.0082063462551554,0.9997158424837655,0.39999635794195926,0.08002268163406308,True,0.005051661104485026,0.20052655208052442,0.20053020436628352,0.017896833014674485
B,400,density_particle_oracle_deterministic,density_particle_oracle,5000,0,kde,1.0,0.002506265664160401,True,,,0.0021958211778780393,0.0018660575088163362,0.0007026798267166439,0.0050824021823720235,0.0003846669788414386,4.885113507743729e-05,-1.8213141652483173e-05,2.0505921636680866,0.9991956271052299,0.9992740841230172,0.9992733862679544,0.40000000194863,0.08005822580737369,True,0.000660652836199952,0.2005265520812658,0.20053020436628352,0.019786667020525783
B,400,density_particle_oracle_deterministic,density_particle_oracle,5000,0,kde,2.0,0.005012531328320802,True,,,0.0016052759265368693,0.0020581159578908046,0.0007750010692708023,0.0021912721411154745,0.000680164663995791,0.00014030896620849468,-1.8213145349301175e-05,2.0056499634363045,0.997730213846529,0.9978085557998075,0.9978076109787705,0.4000000021109226,0.08017583261669259,True,0.00029761440007123273,0.20052655208052447,0.20053020436628352,0.02797237498452887
B,400,density_particle_oracle_deterministic,density_particle_oracle,5000,0,kde,4.0,0.010025062656641603,True,,,0.004709830429497104,0.006940816732775956,0.002613623575916823,0.007989115979836536,0.0018551283856938394,0.0005121043355924994,-1.8213145349162763e-05,1.983901228893472,0.991932370007808,0.9920102567133603,0.992008353757507,0.4000000028301109,0.08064454529535947,True,0.00010685639426510747,0.2005265520805245,0.20053020436628352,0.024265958985779434
B,400,density_particle_oracle_deterministic,density_particle_oracle,10000,0,histogram,,,True,,,0.00831998442930676,0.0068755040331056946,0.0025890295233381294,0.007549080768125126,0.00029413919002761394,2.4846194388482804e-05,-1.8213145349577995e-05,2.3522967718357997,1.0001261785016156,1.0002047085864636,0.9997141300854205,0.4000011739034127,0.08002329372142188,True,0.0025840901820505025,0.20052655208052442,0.20053020436628352,0.021070416958536953
B,400,density_particle_oracle_deterministic,density_particle_oracle,10000,0,kde,1.0,0.002506265664160401,True,,,0.0011051241914495145,0.0010492333116153816,0.00039509772775378704,0.0026341209784821054,0.00038359759593753777,4.6413036259433665e-05,-1.8213143408641275e-05,2.0231566520000714,0.9991956249855689,0.9992740820031898,0.9992738480551535,0.40000000386366,0.0800581462303144,True,0.00031582874631564046,0.20052655208091363,0.20053020436628352,0.03224091697484255
B,400,density_particle_oracle_deterministic,density_particle_oracle,10000,0,kde,2.0,0.005012531328320802,True,,,0.0013372723902370716,0.001934684283647348,0.0007285218224850196,0.002191276142342713,0.0006791107763621573,0.0001386332846138651,-1.8213145349439583e-05,1.9999076856706837,0.9977302098453018,0.9978085517982661,0.9978080846626998,0.40000000400716623,0.08017575066477166,True,0.00013845051829813036,0.20052655208052445,0.20053020436628352,0.043374375032726675
B,400,density_particle_oracle_deterministic,density_particle_oracle,10000,0,kde,4.0,0.010025062656641603,True,,,0.004697361818363103,0.0069357262226454565,0.002611706701029796,0.00798911760940546,0.0018540853803413679,0.0005110099524781378,-1.8213145349439583e-05,1.9838647367564781,0.9919323683782391,0.9920102550836635,0.9920088760152453,0.40000000463267693,0.08064445350420921,True,5.113756956082948e-05,0.20052655208052445,0.20053020436628352,0.0460074589936994
B,400,density_particle_oracle_deterministic,density_particle_oracle,20000,0,histogram,,,True,,,0.004078576586235408,0.0035201430134467683,0.001325539792326965,0.004096486506931729,0.000291148671061302,1.8944912552170832e-05,-1.8213145349439583e-05,2.112266488995412,1.0001261785016156,1.0002047085864636,0.9997296589005527,0.39999988095829625,0.0800214254783936,True,0.0013209685463711894,0.20052655208052445,0.20053020436628352,0.03220266697462648
B,400,density_particle_oracle_deterministic,density_particle_oracle,20000,0,kde,1.0,0.002506265664160401,True,,,0.0006227084268309391,0.000743260053616439,0.00027988089499550727,0.001319519416482607,0.00038321365337742755,4.548231897033068e-05,-1.821314604232479e-05,2.0091256217332525,0.9991956269002625,0.9992740839180337,0.9992739724343329,0.4000000017105951,0.08005812444382553,True,0.00014899651565106477,0.2005265520803855,0.20053020436628352,0.18766733299707994
B,400,density_particle_oracle_deterministic,density_particle_oracle,20000,0,kde,2.0,0.005012531328320802,True,,,0.001269717373783107,0.0019068609587746335,0.0007180447128526154,0.002191275185138286,0.0006787239027062739,0.0001380104340405956,-1.8213145349301175e-05,1.9972460260667737,0.9977302108025062,0.9978085527555457,0.9978082127851172,0.40000000181089845,0.08017572815033379,True,6.428717591472764e-05,0.20052655208052447,0.20053020436628352,0.06719445897033438
B,400,density_particle_oracle_deterministic,density_particle_oracle,20000,0,kde,4.0,0.010025062656641603,True,,,0.004694730273123287,0.006934600682873676,0.0026112828694554416,0.007989117602041573,0.0018536943399214585,0.000510591005812606,-1.8213145349301175e-05,1.983864736771206,0.991932368385603,0.9920102550910279,0.9920090196084353,0.4000000022541816,0.08064442794092713,True,2.709381142575174e-05,0.20052655208052447,0.20053020436628352,0.07165495801018551
B,400,oracle_score_deterministic,gradient_glob_oracle,0,20,,,,True,,,,0.17486564910416985,0.06584714749180073,0.17522121866788787,0.05990100582719963,3.10538837856969e-05,-0.17470764996723312,1.650019658613579,0.8250928876432287,0.825157674083047,0.825114596949671,0.40001668329111373,0.08001435957952514,True,0.00163735642859602,0.16549604361400114,0.20053020436628352,0.015954417001921684
B,400,oracle_score_deterministic,gradient_glob_oracle,0,80,,,,True,,,,0.17486564910415234,0.06584714749179414,0.17522121866788565,0.059901005827191094,3.1053883814998254e-05,-0.1747076499671091,1.6500196586135336,0.8250928876432287,0.825157674083047,0.8251145969472538,0.4000166832910699,0.08001435957968699,True,0.001637356428595877,0.165496043614026,0.20053020436628352,0.040373042051214725
B,400,tikhonov_best,baseline_tikhonov,0,0,,0.0001,,True,,,,0.001032500152115113,0.000388796714219896,0.0009922638261071319,4.454053346440251e-05,7.092530796712828e-05,-0.00011098143110871856,2.0033894734636126,1.0008416851038566,1.00092027137041,1.0009790409657318,0.40000000004691866,0.07991566883383373,True,0.00020798587465416444,0.20050794923722243,0.20053020436628352,
B,400,spectral_cutoff_best,baseline_spectral,0,0,,0.01,,True,,,,0.0011582207305780845,0.00043613786735783607,0.0012986851340147654,5.865911151739982e-06,7.86141006783943e-05,-1.3510166185785378e-05,2.0042373102699225,1.001159823115478,1.0012384343622842,1.0011782134344236,0.4000000127988356,0.07990586458274784,True,0.00020634314237223583,0.20052749516989726,0.20053020436628352,
B,800,density_particle_oracle_deterministic,density_particle_oracle,1000,0,histogram,,,True,,,0.1449906836887968,0.12010705002028338,0.04522733125691907,0.15578188119335262,0.0001921282979780773,0.00015492642071153305,-1.8199753657724356e-05,29.801053423582985,1.1215450213176394,1.1215669815746216,0.9996838844203566,0.3999863605422103,0.08003106871623274,True,0.045198891136172335,0.20052655485743598,0.20053020445775804,0.0043029579683206975
B,800,density_particle_oracle_deterministic,density_particle_oracle,1000,0,kde,1.0,0.0012515644555694619,True,,,0.024735971463062736,0.020155044045945925,0.0075895532644407555,0.05943929529172392,0.00019479954738337114,5.6822223533383365e-05,-1.8199718955054758e-05,3.578762115647999,0.9997057635356686,0.9997253381359357,0.9997143055517406,0.4000000079379613,0.0800239044009194,True,0.007584218234585368,0.2005265548643949,0.20053020445775804,0.008651124953757972
B,800,density_particle_oracle_deterministic,density_particle_oracle,1000,0,kde,2.0,0.0025031289111389237,True,,,0.011807327142747933,0.009618781963018488,0.0036220341608260995,0.027515485953841075,0.0002666864650050322,6.935956341551899e-05,-1.8199753657585944e-05,2.344460682689565,0.9993392214302885,0.9993587888535286,0.9993476286031813,0.40000000807928665,0.08005327246020073,True,0.003613432849839964,0.200526554857436,0.20053020445775804,0.008905457973014563
B,800,density_particle_oracle_deterministic,density_particle_oracle,1000,0,kde,4.0,0.0050062578222778474,True,,,0.005681688146629346,0.004820380565532177,0.001815155301748908,0.011540257886126051,0.0005590731375414609,0.00015290799250840086,-1.8199753657724356e-05,2.0642094758576777,0.9978767294638828,0.9978962682510014,0.997884944002494,0.4000000086450622,0.08017063739659366,True,0.001677217559006579,0.20052655485743598,0.20053020445775804,0.009862207982223481
B,800,density_particle_oracle_deterministic,density_particle_oracle,5000,0,histogram,,,True,,,0.03148976714873987,0.02684441706979869,0.010108493573105358,0.03103329281785382,0.00015055273552639156,3.598280764453596e-05,-1.8199753657724356e-05,7.754682718824821,1.0254125909189846,1.0254326688682254,0.9998552136443033,0.39999764359969164,0.08001100091586043,True,0.010102063959093705,0.20052655485743598,0.20053020445775804,0.007751750003080815
B,800,density_particle_oracle_deterministic,density_particle_oracle,5000,0,kde,1.0,0.0012515644555694619,True,,,0.004522021324681873,0.0036979138002529834,0.0013924808941301109,0.010984304926858209,0.00017544312949534832,2.2573266697216627e-05,-1.819975916080522e-05,2.255038414157304,0.999705709615602,0.9997252842148132,0.9997247158764817,0.40000000142727615,0.08002208001705936,True,0.0013887104321539151,0.20052655485633245,0.20053020445775804,0.03963512502377853
B,800,density_particle_oracle_deterministic,density_particle_oracle,5000,0,kde,2.0,0.0025031289111389237,True,,,0.0021866067194991038,0.0018444562817330373,0.0006945457009289429,0.005280089097554069,0.000249206374923696,4.358365614206651e-05,-1.8199753657585944e-05,2.055022921136826,0.9993391076833303,0.9993586751043432,0.9993580881467476,0.4000000014689695,0.08005143756796537,True,0.00066180209694458,0.200526554857436,0.20053020445775804,0.03252304199850187
B,800,density_particle_oracle_deterministic,density_particle_oracle,5000,0,kde,4.0,0.0050062578222778474,True,,,0.001548249801865064,0.0019884131561823584,0.0007487538864295495,0.002201262219834747,0.0005442072298207928,0.00013470816455371612,-1.8199753657585944e-05,2.006248975742782,0.9978767206156877,0.997896259402633,0.9978956003202054,0.40000000164013777,0.08016876029780404,True,0.00029828114308925395,0.200526554857436,0.20053020445775804,0.030261750041972846
B,800,density_particle_oracle_deterministic,density_particle_oracle,10000,0,histogram,,,True,,,0.015667192966814448,0.01278455145867517,0.0048141315909014755,0.015496443446045274,0.00015425232996494714,1.9956836355434768e-05,-1.8199753657585944e-05,3.9093855028786275,1.0093905191858754,1.0094102834171592,0.9998226885900485,0.40000159551087094,0.08001437688291337,True,0.004810768650808985,0.200526554857436,0.20053020445775804,0.011430832964833826
B,800,density_particle_oracle_deterministic,density_particle_oracle,10000,0,kde,1.0,0.0012515644555694619,True,,,0.0021814190848918487,0.0017935516649444513,0.0006753771345074457,0.00556302098821765,0.0001743373199590225,1.9271892910689817e-05,-1.8199752871688582e-05,2.119292246433858,0.9997057106338681,0.9997252852330993,0.9997251538448035,0.40000000237195904,0.08002200482278127,True,0.0006689819497638469,0.2005265548575936,0.20053020445775804,0.05903808295261115
B,800,density_particle_oracle_deterministic,density_particle_oracle,10000,0,kde,2.0,0.0025031289111389237,True,,,0.0010829520642829478,0.00100786641397226,0.00037952067059967393,0.0026293028087859536,0.0002481218936488426,4.112538469212837e-05,-1.8199753657585944e-05,2.0242628626200387,0.999339107592514,0.999358675013525,0.9993585290711481,0.4000000024037023,0.08005136179134749,True,0.00031643329402431984,0.200526554857436,0.20053020445775804,0.061148041975684464
B,800,density_particle_oracle_deterministic,density_particle_oracle,10000,0,kde,4.0,0.0050062578222778474,True,,,0.0012675543838996585,0.0018600087341576793,0.0007004021091709901,0.0021036998346087854,0.0005431503816229072,0.00013303168898413283,-1.8199753657585944e-05,2.000341572489707,0.9978767201872509,0.9978962589741879,0.9978960531307359,0.4000000025338312,0.08016868217109965,True,0.00013880613117557808,0.200526554857436,0.20053020445775804,0.06526695896172896
B,800,density_particle_oracle_deterministic,density_particle_oracle,20000,0,histogram,,,True,,,0.008195910016876182,0.00691134649590344,0.002602526307562993,0.007887938008620698,0.00015130469537573787,1.3989352678850677e-05,-1.8199753657724356e-05,2.9160170554258618,1.0013794833193208,1.0013990906916261,0.9998392286754029,0.3999993353900285,0.08001282686177778,True,0.002600371419682977,0.20052655485743598,0.20053020445775804,0.027130667003802955
B,800,density_particle_oracle_deterministic,density_particle_oracle,20000,0,kde,1.0,0.0012515644555694619,True,,,0.001049333658972871,0.0008838317633827942,0.0003328143679421812,0.002905888247682483,0.0001739647643142481,1.7995677310434578e-05,-1.8199751863503243e-05,2.054691699293712,0.9997057090561008,0.999725283655301,0.9997252742567545,0.4000000017616177,0.08002198411954713,True,0.0003203270154309646,0.20052655485779577,0.20053020445775804,0.11292904196307063
B,800,density_particle_oracle_deterministic,density_particle_oracle,20000,0,kde,2.0,0.0025031289111389237,True,,,0.0005808022906583194,0.0006826232085495573,0.00025704757523823947,0.0013295291156638761,0.00024774467818655216,4.0199515657839534e-05,-1.8199753657724356e-05,2.0103300266300854,0.9993391070395689,0.9993586744605691,0.9993586504111089,0.40000000178679124,0.08005134090951978,True,0.00014929094522201917,0.20052655485743598,0.20053020445775804,0.10856537497602403
B,800,density_particle_oracle_deterministic,density_particle_oracle,20000,0,kde,4.0,0.0050062578222778474,True,,,0.0011958108397205972,0.0018309384425734836,0.0006894554436172893,0.0021036994916915353,0.0005427670308205283,0.00013240505176247087,-1.8199753657447532e-05,1.9975746771898075,0.9978767205301682,0.9978962593171119,0.9978961782151061,0.40000000189000295,0.08016866056624056,True,6.440763615323156e-05,0.20052655485743603,0.20053020445775804,0.11304137500701472
B,800,oracle_score_deterministic,gradient_glob_oracle,0,20,,,,True,,,,0.17482636808069196,0.0658323558883031,0.17495273619940177,0.05984588853423272,2.4910975291489168e-05,-0.1747144002534732,1.6500858773890679,0.8251259970309804,0.8251421532963046,0.8251323769735317,0.4000029158596736,0.08001063078302457,True,0.0008189436264771227,0.1654946900532145,0.20053020445775804,0.027662124950438738
B,800,oracle_score_deterministic,gradient_glob_oracle,0,80,,,,True,,,,0.17482636808064814,0.0658323558882866,0.17495273619936103,0.05984588853421671,2.4910975309366225e-05,-0.1747144002533745,1.6500858773891287,0.8251259970310234,0.8251421532963475,0.8251323769743539,0.4000029158596603,0.08001063078296804,True,0.0008189436264773167,0.16549469005323428,0.20053020445775804,0.0828133340110071
B,800,tikhonov_best,baseline_tikhonov,0,0,,0.0001,,True,,,,0.0006743990329532799,0.0002539506919666489,0.0010212389717417143,4.451114938288524e-05,3.8497758881194045e-05,-0.00011449210925521589,2.002381290251749,1.000314139634907,1.000333726147398,1.0003890979592067,0.3999999999849585,0.07996277246548883,True,0.00021355276773860266,0.2005072453316803,0.20053020445775804,
B,800,spectral_cutoff_best,baseline_spectral,0,0,,0.01,,True,,,,0.0007590163790742538,0.00028581407336223194,0.000753802242223159,6.02671524658846e-06,4.7797073142295345e-05,-1.579423418100239e-05,2.003213757742782,1.0006235525946223,1.0006431451655309,1.0005874027277275,0.40000001263511337,0.07995304629524214,True,0.00021202719570182353,0.20052703723674847,0.20053020445775804,
H,100,density_particle_oracle_deterministic,density_particle_oracle,1000,0,histogram,,,True,,,0.03610797449901281,0.033449375453979684,0.01061496061863151,0.026816606291590064,0.0017547689171646906,0.0007247645392615869,-0.0010174200573319222,2.643553627254316,0.8116173417008864,1.0146714723930037,0.46202508855189,0.46981780458204786,0.2095395383670498,True,0.14503488897178424,0.233998766048827,0.2342370835558076,0.00792108301538974
