test,n_grid,method_name,method_type,n_particles,globs_per_jump,recon_method,bandwidth_factor,bandwidth_used,completed,failure_step,failure_msg,step_zero_recon_error,relative_l2,l2_error,linf_error,forward_consistency_l2,wasserstein,mass_rel_error,total_variation,peak_value,peak_ratio,A_fit,mu_fit,sigma_fit,fit_success,fit_rmse,mass_candidate,mass_true,runtime_seconds
B,100,density_particle_oracle_deterministic,density_particle_oracle,10000,0,kde,2.0,0.020202020202020204,True,,,0.019789040419261827,0.028107701483695978,0.010584194064039059,0.032076960997833304,0.007534691944727143,0.0021179121293287413,-1.8484653928304418e-05,1.933296936914405,0.9666484718904166,0.9678821025864248,0.9678040929002032,0.40000001196462914,0.08266141554482556,True,2.3032859139377234e-05,0.20052649578788675,0.2005302025192825,0.022569708002265543
B,100,density_particle_oracle_deterministic,density_particle_oracle,10000,0,kde,4.0,0.04040404040404041,True,,,0.06920406764090192,0.09676359625869613,0.03643715519500717,0.10838473372415192,0.024332078457409475,0.007782955419086063,-2.0135281057722817e-05,1.7806580870704327,0.890340699164098,0.8914769463608129,0.8912429776252618,0.40000005213569123,0.08976236392788611,True,1.2085056482204978e-05,0.2005261647872942,0.2005302025192825,0.027785707963630557
B,100,density_particle_oracle_deterministic,density_particle_oracle,20000,0,histogram,,,True,,,0.0025915469073970335,0.003866960283336603,0.0014561367851621363,0.003737169558904019,0.0014654166001199348,0.0001624704781049889,-1.8484449747102395e-05,1.997123582557662,0.9965765789701256,0.9978484037280297,0.9974561393658983,0.4000012332085805,0.08020316669337135,True,0.0011911419333997684,0.20052649582883125,0.2005302025192825,0.023326208000071347
B,100,density_particle_oracle_deterministic,density_particle_oracle,20000,0,kde,1.0,0.010101010101010102,True,,,0.00621253382597607,0.00847519072669713,0.0031914051539624964,0.009725446579799346,0.0029211899807379776,0.0006253399220111137,-1.848444979872968e-05,1.977999972616901,0.9889999863084505,0.9902621418664848,0.9902380599955309,0.40000000369891336,0.08078869312114272,True,2.708712909980569e-05,0.2005264958288209,0.2005302025192825,0.03931883297627792
B,100,density_particle_oracle_deterministic,density_particle_oracle,20000,0,kde,2.0,0.020202020202020204,True,,,0.019788761274505847,0.028107436156021515,0.010584094152646493,0.032076960345756245,0.007534267662138525,0.0021181630736192497,-1.848523211028513e-05,1.9332969197720458,0.9666484725424936,0.967882103239334,0.9678043109444212,0.4000000068622798,0.0826613749514172,True,1.5292500085219896e-05,0.2005264956719438,0.2005302025192825,0.03805458394344896
B,100,density_particle_oracle_deterministic,density_particle_oracle,20000,0,kde,4.0,0.04040404040404041,True,,,0.0692036631098819,0.09676307262373537,0.036436958015808915,0.10838473314838493,0.024331645174378583,0.007783433698814868,-2.0365269147954797e-05,1.7806557092344022,0.890340699739865,0.8914769469373146,0.8912435228855567,0.4000000393105868,0.08976223675475038,True,1.0027834777229965e-05,0.2005261186677359,0.2005302025192825,0.038808666984550655
B,100,oracle_score_deterministic,gradient_glob_oracle,0,20,,,,True,,,,0.1770613302270273,0.06667394989401092,0.1801642713666588,0.0606209746998261,0.0002293423604231674,-0.17540484775002319,1.6486754940205917,0.8244208053467385,0.8254729259898452,0.8226541385559833,0.3998975802887591,0.08022373504439462,True,0.006507590541190916,0.16535623287710643,0.2005302025192825,0.006529083999339491
B,100,oracle_score_deterministic,gradient_glob_oracle,0,80,,,,True,,,,0.17706133022704748,0.06667394989401852,0.180164271366677,0.06062097469983423,0.0002293423604152785,-0.17540484775009793,1.6486754940205968,0.8244208053467291,0.8254729259898359,0.8226541385801811,0.39989758028895317,0.08022373504308318,True,0.00650759054119064,0.16535623287709145,0.2005302025192825,0.012910083984024823
B,100,tikhonov_best,baseline_tikhonov,0,0,,0.001,,True,,,,0.002814135043210026,0.001059686486176218,0.0022628006212046248,0.00044401520054030287,0.00025354539382703477,-0.0010038693019857276,2.001903017912185,1.0007420548910897,1.0020191956031477,1.0027624002724334,0.39999999734275427,0.07971963846721182,True,0.00032081076272536365,0.2003288964048524,0.2005302025192825,
B,100,spectral_cutoff_best,baseline_spectral,0,0,,0.01,,True,,,,0.004171312684577806,0.0015707432705220907,0.004853525739287989,4.794923837239316e-06,0.00029955473526239334,-2.396269592870768e-06,2.0087744217071286,1.0035789586275379,1.0048597197782898,1.0047928674560465,0.4000000135579309,0.07961840904729159,True,0.00017278008203324688,0.20052972199485575,0.2005302025192825,
B,200,density_particle_oracle_deterministic,density_particle_oracle,1000,0,histogram,,,True,,,0.039361191167395164,0.03548478200034205,0.013362096478417627,0.038426011348201894,0.0006579306775098475,0.00016821371776101646,-1.8266996242968042e-05,3.032763404787166,1.0375243226903463,1.0378518674766106,0.9992318001430271,0.3999984181945225,0.08005755925960402,True,0.013326396724421319,0.20052654091425323,0.20053020399873628,0.0041955000488087535
